	Prot_ID	dN	dS	pN	pS	MsaLen
2359	ENSP00000265560	1	4	0	0	2901
2360	ENSP00000263116	2	3	31	17	999
2361	ENSP00000265069	0	4	23	26	3336
2362	ENSP00000266534	0	3	12	6	1542
2363	ENSP00000262345	5	9	54	21	2586
2364	ENSP00000261891	0	4	33	15	1716
2365	ENSP00000262415	0	4	0	0	3660
2366	ENSP00000263694	0	6	14	13	1071
2367	ENSP00000261416	4	3	1	0	1752
2368	ENSP00000263708	3	6	34	12	2796
2369	ENSP00000269187	7	6	30	8	2265
2370	ENSP00000261448	0	4	25	13	1203
2371	ENSP00000265981	5	2	11	7	759
2372	ENSP00000260363	4	2	53	29	2880
2373	ENSP00000269701	2	6	54	31	2076
2374	ENSP00000263629	6	4	0	0	2253
2375	ENSP00000265462	1	1	15	7	1032
2376	ENSP00000269391	3	1	44	22	2100
2377	ENSP00000262494	0	1	8	8	1062
2378	ENSP00000267426	5	6	17	11	1152
2379	ENSP00000261367	2	8	0	0	3084
2380	ENSP00000264828	13	19	159	87	5481
2381	ENSP00000262904	1	2	12	9	1401
2382	ENSP00000262811	2	12	59	74	4377
2383	ENSP00000264709	3	5	24	34	2736
2384	ENSP00000261796	0	1	14	7	540
2385	ENSP00000264938	3	14	7	1	2754
2386	ENSP00000263663	4	10	40	19	1779
2387	ENSP00000263413	10	7	0	0	2877
2388	ENSP00000268711	0	2	10	7	441
2389	ENSP00000265138	1	0	13	7	1242
2390	ENSP00000269439	0	1	3	0	1188
2391	ENSP00000260128	3	2	0	0	2844
2392	ENSP00000266980	3	5	0	0	1620
2393	ENSP00000266542	6	6	0	0	1461
2394	ENSP00000268099	1	2	14	7	1131
2395	ENSP00000263373	4	20	28	23	7965
2396	ENSP00000265000	2	5	27	11	1995
2397	ENSP00000265276	1	5	30	18	2487
2398	ENSP00000266014	1	2	18	10	1113
2399	ENSP00000264712	1	8	44	34	2379
2400	ENSP00000266037	2	7	56	47	6264
2401	ENSP00000265018	16	14	82	34	3225
2402	ENSP00000261735	0	1	18	11	906
2403	ENSP00000263851	1	2	15	2	537
2404	ENSP00000262626	0	2	20	14	1251
2405	ENSP00000262962	4	7	20	17	969
2406	ENSP00000263702	1	1	0	0	1119
2407	ENSP00000261226	0	5	8	4	1500
2408	ENSP00000264717	5	4	71	21	1875
2409	ENSP00000262547	6	4	27	8	2331
2410	ENSP00000267396	1	2	30	8	1020
2411	ENSP00000264380	3	7	84	56	6294
2412	ENSP00000264005	0	4	9	4	1320
2413	ENSP00000263233	1	1	3	6	939
2414	ENSP00000262551	1	0	8	4	894
2415	ENSP00000264220	1	1	3	5	1611
2416	ENSP00000261883	3	8	95	39	3609
2417	ENSP00000265316	2	7	33	15	2889
2418	ENSP00000265881	0	2	10	6	711
2419	ENSP00000260356	4	8	43	49	3519
2420	ENSP00000266556	4	12	26	15	1458
2421	ENSP00000262213	1	5	0	1	1122
2422	ENSP00000263735	9	1	2	2	1089
2423	ENSP00000264896	2	6	8	2	1434
2424	ENSP00000267017	1	0	10	1	339
2425	ENSP00000269499	1	5	47	33	3549
2426	ENSP00000261888	0	4	13	10	969
2427	ENSP00000266079	0	11	16	50	2823
2428	ENSP00000261593	0	1	4	2	735
2429	ENSP00000266719	1	4	18	19	1056
2430	ENSP00000260810	7	12	0	0	4581
2431	ENSP00000261758	0	1	0	0	702
2432	ENSP00000262995	4	4	18	14	2172
2433	ENSP00000269025	2	1	17	10	963
2434	ENSP00000268835	1	4	0	0	1107
2435	ENSP00000265807	6	3	24	11	1458
2436	ENSP00000264072	4	1	1	0	963
2437	ENSP00000269740	0	5	22	24	969
2438	ENSP00000261250	1	5	13	11	1656
2439	ENSP00000260983	8	18	53	61	4716
2440	ENSP00000265085	0	4	9	14	2187
2441	ENSP00000263026	4	4	56	37	2226
2442	ENSP00000260184	31	18	0	0	5163
2443	ENSP00000264434	0	4	14	13	1722
2444	ENSP00000268766	2	3	34	18	2139
2445	ENSP00000268616	3	6	27	32	3411
2446	ENSP00000264187	11	25	13	9	3741
2447	ENSP00000264428	1	4	24	13	1491
2448	ENSP00000269919	0	2	10	6	627
2449	ENSP00000262650	1	2	0	0	2898
2450	ENSP00000265056	0	11	74	34	2712
2451	ENSP00000262067	0	1	9	6	612
2452	ENSP00000264703	1	1	7	9	702
2453	ENSP00000267935	4	0	4	7	678
2454	ENSP00000263088	6	9	71	25	2859
2455	ENSP00000266022	3	1	17	13	3453
2456	ENSP00000261486	3	9	0	0	2058
2457	ENSP00000262719	2	8	68	60	5172
2458	ENSP00000261558	1	3	25	13	1470
2459	ENSP00000262932	0	4	13	4	774
2460	ENSP00000266732	1	0	12	4	2619
2461	ENSP00000264711	0	3	16	7	819
2462	ENSP00000268057	0	2	9	2	1719
2463	ENSP00000262948	0	2	19	22	1200
2464	ENSP00000261739	0	2	5	8	1830
2465	ENSP00000266088	5	4	24	25	2061
2466	ENSP00000262300	2	3	0	0	1806
2467	ENSP00000264904	2	2	0	0	3033
2468	ENSP00000263181	5	2	48	24	2694
2469	ENSP00000263579	1	7	44	18	1011
2470	ENSP00000262622	1	1	0	0	1299
2471	ENSP00000264020	2	5	1	0	1158
2472	ENSP00000262406	2	10	0	0	2154
2473	ENSP00000267889	6	11	108	61	4323
2474	ENSP00000265404	1	1	26	14	885
2475	ENSP00000263645	0	2	2	8	1338
2476	ENSP00000268130	6	8	49	28	2058
2477	ENSP00000268231	2	3	7	3	1134
2478	ENSP00000264344	3	5	19	8	3237
2479	ENSP00000263377	0	11	70	63	4167
2480	ENSP00000262103	1	2	5	0	657
2481	ENSP00000262113	9	28	191	138	4725
2482	ENSP00000264866	1	3	3	4	1578
2483	ENSP00000262139	0	6	10	7	1431
2484	ENSP00000263672	1	1	8	5	771
2485	ENSP00000265440	2	1	14	9	1311
2486	ENSP00000261507	0	4	12	4	879
2487	ENSP00000265433	7	5	46	17	2262
2488	ENSP00000262510	19	15	50	34	5850
2489	ENSP00000260187	4	5	30	14	1815
2490	ENSP00000266736	3	1	25	11	1278
2491	ENSP00000261292	1	7	19	6	1500
2492	ENSP00000261588	15	19	145	89	5433
2493	ENSP00000262394	3	3	7	6	1263
2494	ENSP00000263847	1	4	18	28	2463
2495	ENSP00000264444	0	1	0	0	663
2496	ENSP00000262177	2	3	4	3	1227
2497	ENSP00000262482	2	2	0	0	1125
2498	ENSP00000262293	3	5	21	8	1098
2499	ENSP00000266682	1	4	21	26	2376
2500	ENSP00000261637	14	23	162	75	8379
2501	ENSP00000263102	0	2	15	20	1422
2502	ENSP00000266025	2	4	15	9	1053
2503	ENSP00000263674	6	7	59	66	6195
2504	ENSP00000268717	0	1	0	3	1383
2505	ENSP00000263160	0	2	21	6	1773
2506	ENSP00000262633	0	1	4	2	1461
2507	ENSP00000267113	5	10	0	0	3342
2508	ENSP00000264497	0	2	0	0	486
2509	ENSP00000262764	2	6	17	30	1671
2510	ENSP00000263339	0	1	21	6	822
2511	ENSP00000263780	0	3	4	0	717
2512	ENSP00000267205	2	2	8	5	633
2513	ENSP00000265565	0	2	2	2	4296
2514	ENSP00000267938	0	0	5	0	1257
2515	ENSP00000264538	3	2	12	7	1287
2516	ENSP00000261047	3	2	3	0	627
2517	ENSP00000262815	0	5	7	29	2064
2518	ENSP00000263733	4	2	14	7	1230
2519	ENSP00000263269	7	6	12	24	4809
2520	ENSP00000261783	0	4	18	9	1065
2521	ENSP00000262384	4	2	32	16	2688
2522	ENSP00000260126	3	4	60	29	2544
2523	ENSP00000263372	2	0	48	18	939
2524	ENSP00000264607	0	5	20	14	1605
2525	ENSP00000261514	0	4	2	1	2781
2526	ENSP00000265896	4	5	4	3	1722
2527	ENSP00000263710	1	7	0	0	4842
2528	ENSP00000269298	1	0	7	4	510
2529	ENSP00000265686	1	8	54	25	2490
2530	ENSP00000260386	0	0	1	0	1818
2531	ENSP00000260643	2	1	21	13	1251
2532	ENSP00000262094	0	0	10	2	654
2533	ENSP00000268793	3	8	47	23	1539
2534	ENSP00000267103	1	3	35	17	1131
2535	ENSP00000266503	2	3	0	0	1908
2536	ENSP00000263278	4	2	11	7	1023
2537	ENSP00000265029	11	7	0	0	1146
2538	ENSP00000263512	6	7	3	1	1596
2539	ENSP00000264634	2	3	0	0	1419
2540	ENSP00000263563	7	7	39	35	2568
2541	ENSP00000263918	1	3	23	15	2340
2542	ENSP00000266744	0	3	7	15	717
2543	ENSP00000268797	2	7	18	16	1155
2544	ENSP00000261191	0	2	6	6	2151
2545	ENSP00000265748	5	12	67	29	3456
2546	ENSP00000268655	4	5	0	0	1221
2547	ENSP00000261726	11	6	46	40	4554
2548	ENSP00000264834	0	4	32	11	1086
2549	ENSP00000263955	2	0	14	11	1116
2550	ENSP00000262506	0	0	3	3	1104
2551	ENSP00000265967	4	16	9	3	3387
2552	ENSP00000264710	0	1	1	7	600
2553	ENSP00000261183	0	3	0	0	2721
2554	ENSP00000262109	19	11	18	4	1551
2555	ENSP00000264993	1	0	2	0	789
2556	ENSP00000269143	1	5	28	21	2520
2557	ENSP00000264382	5	15	145	76	5481
2558	ENSP00000264042	17	7	99	35	3234
2559	ENSP00000262144	1	12	54	55	3015
2560	ENSP00000264381	4	4	52	13	1929
2561	ENSP00000261921	2	6	17	6	1731
2562	ENSP00000262915	0	1	0	0	1902
2563	ENSP00000261177	5	2	0	0	780
2564	ENSP00000265354	1	0	9	12	1911
2565	ENSP00000261889	2	3	4	4	1713
2566	ENSP00000268389	1	5	29	9	723
2567	ENSP00000263997	2	3	22	10	1164
2568	ENSP00000269289	7	12	47	40	2343
2569	ENSP00000262726	20	16	13	2	4599
2570	ENSP00000262457	2	6	39	25	3195
2571	ENSP00000268129	1	4	14	11	1344
2572	ENSP00000264249	3	2	28	20	1068
2573	ENSP00000261405	12	19	179	90	8439
2574	ENSP00000262487	0	4	33	21	1548
2575	ENSP00000267116	1	7	32	36	3369
2576	ENSP00000263205	1	6	0	0	2367
2577	ENSP00000260045	0	2	16	21	2283
2578	ENSP00000260247	0	0	0	0	711
2579	ENSP00000264122	0	11	0	0	2946
2580	ENSP00000262160	0	2	3	15	1401
2581	ENSP00000265070	0	1	10	9	894
2582	ENSP00000263816	23	47	0	0	14091
2583	ENSP00000264689	0	5	20	22	1431
2584	ENSP00000265564	1	6	25	11	1410
2585	ENSP00000262407	11	11	11	9	3312
2586	ENSP00000265372	1	1	0	0	1083
2587	ENSP00000263182	0	5	0	0	1161
2588	ENSP00000260950	1	1	27	10	1128
2589	ENSP00000261667	0	2	7	12	1632
2590	ENSP00000263038	2	4	0	0	1059
2591	ENSP00000264144	11	8	8	5	3579
2592	ENSP00000263253	2	19	99	109	7269
2593	ENSP00000265965	3	2	0	0	1425
2594	ENSP00000263655	0	3	2	2	492
2595	ENSP00000265715	6	10	101	25	2340
2596	ENSP00000261318	1	1	9	11	615
2597	ENSP00000263202	2	4	5	7	924
2598	ENSP00000265713	9	12	0	0	6021
2599	ENSP00000261714	1	2	7	3	1365
2600	ENSP00000264170	2	2	29	12	1413
2601	ENSP00000265022	3	5	73	32	2376
2602	ENSP00000264313	1	1	16	13	1989
2603	ENSP00000264741	4	10	40	26	3246
2604	ENSP00000261499	0	1	0	0	666
2605	ENSP00000262041	0	1	26	10	912
2606	ENSP00000263697	0	1	9	4	831
2607	ENSP00000269886	1	1	28	43	1146
2608	ENSP00000262207	1	2	23	18	1500
2609	ENSP00000263174	3	3	45	16	1701
2610	ENSP00000267584	9	5	48	19	2169
2611	ENSP00000265074	1	1	8	1	1623
2612	ENSP00000262570	8	3	15	5	681
2613	ENSP00000264108	0	2	14	4	1341
2614	ENSP00000262030	3	7	5	4	1617
2615	ENSP00000261340	1	1	0	0	780
2616	ENSP00000265171	17	12	1	1	3690
2617	ENSP00000261681	0	1	30	13	2067
2618	ENSP00000264515	10	11	5	10	1743
2619	ENSP00000269503	0	0	0	0	672
2620	ENSP00000261875	0	3	1	2	1206
2621	ENSP00000263056	0	4	20	20	1401
2622	ENSP00000260327	1	1	7	8	1452
2623	ENSP00000268919	7	7	84	33	2022
2624	ENSP00000266397	6	2	22	16	819
2625	ENSP00000265986	1	4	0	0	3207
2626	ENSP00000261592	0	5	20	19	1914
2627	ENSP00000263980	1	6	31	36	2445
2628	ENSP00000261326	6	4	90	40	2664
2629	ENSP00000264670	4	14	37	30	2325
2630	ENSP00000269051	0	2	0	0	1785
2631	ENSP00000262659	0	0	13	7	2076
2632	ENSP00000263576	2	3	6	3	1449
2633	ENSP00000263209	0	5	28	21	2319
2634	ENSP00000266254	0	7	17	27	1395
2635	ENSP00000262713	0	0	18	6	1614
2636	ENSP00000264956	12	12	139	58	3003
2637	ENSP00000264094	4	5	31	18	2259
2638	ENSP00000263849	0	1	11	4	1107
2639	ENSP00000267812	0	2	14	12	1317
2640	ENSP00000260702	2	3	72	27	2268
2641	ENSP00000261180	2	9	24	28	3258
2642	ENSP00000261377	6	7	26	11	2322
2643	ENSP00000262158	0	1	3	18	1473
2644	ENSP00000264399	0	4	17	8	2286
2645	ENSP00000260505	1	5	14	5	2661
2646	ENSP00000265605	4	6	46	31	1461
2647	ENSP00000265866	0	1	5	2	1038
2648	ENSP00000261917	0	8	28	39	3615
2649	ENSP00000274853	2	5	0	0	1842
2650	ENSP00000278826	2	0	7	8	486
2651	ENSP00000274008	4	4	39	20	2679
2652	ENSP00000274643	3	4	2	0	1365
2653	ENSP00000278601	1	1	6	2	369
2654	ENSP00000272418	1	2	49	26	1290
2655	ENSP00000273067	0	0	19	19	1233
2656	ENSP00000273283	16	10	68	39	2772
2657	ENSP00000273783	2	4	32	12	2163
2658	ENSP00000274629	0	2	17	5	573
2659	ENSP00000278407	5	3	8	6	1500
2660	ENSP00000274721	4	5	12	16	1203
2661	ENSP00000275227	2	1	40	13	1626
2662	ENSP00000274353	3	4	31	15	1416
2663	ENSP00000272852	4	1	33	8	1122
2664	ENSP00000276651	3	2	33	18	1557
2665	ENSP00000273371	1	6	28	24	1368
2666	ENSP00000278927	1	3	13	4	1170
2667	ENSP00000278979	0	0	8	7	1419
2668	ENSP00000271452	0	9	0	0	1392
2669	ENSP00000270357	0	4	10	29	2184
2670	ENSP00000270747	3	6	38	16	2457
2671	ENSP00000276692	2	2	0	0	999
2672	ENSP00000274963	1	2	57	45	1965
2673	ENSP00000278243	2	2	0	0	945
2674	ENSP00000274000	1	2	19	11	906
2675	ENSP00000275364	0	2	11	12	1440
2676	ENSP00000275764	2	3	17	8	990
2677	ENSP00000276689	1	0	4	1	672
2678	ENSP00000271651	3	0	15	6	1056
2679	ENSP00000276893	2	7	5	9	2406
2680	ENSP00000274289	0	5	13	26	2055
2681	ENSP00000276570	1	2	18	4	603
2682	ENSP00000275766	2	2	9	11	900
2683	ENSP00000278412	0	4	18	25	2538
2684	ENSP00000275820	14	15	93	39	2793
2685	ENSP00000277903	7	9	5	1	1680
2686	ENSP00000271532	11	8	63	20	1563
2687	ENSP00000279022	0	1	13	13	516
2688	ENSP00000270061	27	26	2	5	1233
2689	ENSP00000271555	1	2	1	2	1563
2690	ENSP00000279168	0	0	6	4	387
2691	ENSP00000273980	5	8	36	22	2679
2692	ENSP00000276410	0	3	29	16	1536
2693	ENSP00000271764	7	0	23	18	1752
2694	ENSP00000273666	0	2	50	24	3558
2695	ENSP00000276708	6	3	55	21	1524
2696	ENSP00000278865	8	0	0	0	645
2697	ENSP00000270328	23	16	39	25	3864
2698	ENSP00000274026	2	5	16	11	1296
2699	ENSP00000278317	1	5	13	12	807
2700	ENSP00000274031	0	3	0	1	1098
2701	ENSP00000278935	9	12	109	53	4428
2702	ENSP00000276416	0	4	30	13	759
2703	ENSP00000272217	0	2	2	9	558
2704	ENSP00000273077	1	3	36	15	1155
2705	ENSP00000273861	1	3	14	7	1350
2706	ENSP00000273962	1	1	0	0	1017
2707	ENSP00000274710	2	2	59	30	2313
2708	ENSP00000274565	0	3	3	4	255
2709	ENSP00000273179	0	0	1	0	870
2710	ENSP00000274547	0	1	0	0	1536
2711	ENSP00000272133	0	0	6	2	480
2712	ENSP00000279392	6	7	46	18	1671
2713	ENSP00000274457	0	4	18	13	1851
2714	ENSP00000273286	4	4	27	9	1035
2715	ENSP00000279178	4	13	31	14	1659
2716	ENSP00000273986	1	0	2	3	540
2717	ENSP00000279068	0	1	4	4	1533
2718	ENSP00000276390	0	2	3	10	1611
2719	ENSP00000275300	1	5	34	22	1668
2720	ENSP00000272452	0	4	23	9	906
2721	ENSP00000270176	4	8	48	16	2529
2722	ENSP00000276449	1	5	17	13	855
2723	ENSP00000270879	5	1	22	9	927
2724	ENSP00000278572	0	3	1	1	777
2725	ENSP00000274773	2	4	20	10	1533
2726	ENSP00000272647	0	0	14	6	930
2727	ENSP00000274793	3	1	56	16	1323
2728	ENSP00000276659	1	1	1	0	750
2729	ENSP00000276173	6	0	8	5	483
2730	ENSP00000278836	2	11	47	37	3549
2731	ENSP00000278314	4	6	68	16	1923
2732	ENSP00000272091	3	4	34	19	1353
2733	ENSP00000277225	6	13	119	88	7524
2734	ENSP00000273920	0	2	10	7	783
2735	ENSP00000272369	0	2	2	4	1452
2736	ENSP00000277165	14	7	16	25	3486
2737	ENSP00000276218	1	1	6	6	1005
2738	ENSP00000273317	7	7	6	3	2028
2739	ENSP00000273173	17	6	0	0	1902
2740	ENSP00000278853	7	2	48	31	1914
2741	ENSP00000273450	6	10	24	22	2835
2742	ENSP00000273853	9	3	52	24	2829
2743	ENSP00000271638	0	3	10	4	315
2744	ENSP00000270649	2	3	39	15	1755
2745	ENSP00000278903	1	1	7	7	1083
2746	ENSP00000279027	1	8	2	2	1806
2747	ENSP00000275053	13	12	62	28	3825
2748	ENSP00000270279	1	3	14	8	1845
2749	ENSP00000278071	1	4	48	31	1950
2750	ENSP00000271375	1	0	1	0	480
2751	ENSP00000271139	0	2	0	0	831
2752	ENSP00000279101	0	4	16	21	1995
2753	ENSP00000279242	1	3	0	0	498
2754	ENSP00000272322	4	2	0	0	2931
2755	ENSP00000274276	9	10	47	19	2943
2756	ENSP00000279281	1	4	16	11	2418
2757	ENSP00000274376	2	7	30	35	3174
2758	ENSP00000271450	5	1	0	0	951
2759	ENSP00000274255	0	2	0	0	1500
2760	ENSP00000272252	2	4	28	8	1140
2761	ENSP00000274093	0	4	22	24	1419
2762	ENSP00000272164	0	3	16	35	1140
2763	ENSP00000271715	0	3	1	1	4230
2764	ENSP00000273968	2	2	3	2	342
2765	ENSP00000275493	4	24	0	0	3744
2766	ENSP00000274181	4	11	63	38	3672
2767	ENSP00000274496	0	1	10	5	771
2768	ENSP00000270001	0	0	0	0	1602
2769	ENSP00000272847	4	7	18	5	1650
2770	ENSP00000275525	1	1	12	6	843
2771	ENSP00000274520	1	1	9	8	432
2772	ENSP00000273359	0	1	14	8	918
2773	ENSP00000276127	6	1	9	3	903
2774	ENSP00000274498	4	3	25	19	2442
2775	ENSP00000275767	5	2	25	9	555
2776	ENSP00000277632	1	3	14	5	1335
2777	ENSP00000274368	0	3	17	14	966
2778	ENSP00000276533	1	2	14	4	669
2779	ENSP00000276297	12	18	148	65	4584
2780	ENSP00000276079	0	0	0	0	1455
2781	ENSP00000277010	0	1	0	0	669
2782	ENSP00000278590	2	8	28	33	2673
2783	ENSP00000279024	17	9	110	52	3615
2784	ENSP00000279227	1	8	4	1	2268
2785	ENSP00000274024	3	3	10	5	396
2786	ENSP00000279488	0	4	18	15	1143
2787	ENSP00000271469	1	5	25	12	1590
2788	ENSP00000270560	2	5	17	10	591
2789	ENSP00000275230	2	6	27	36	1851
2790	ENSP00000277541	3	14	87	97	7770
2791	ENSP00000273047	0	1	3	9	651
2792	ENSP00000272444	1	1	15	3	1131
2793	ENSP00000272342	20	4	80	33	2787
2794	ENSP00000276282	6	14	69	53	3156
2795	ENSP00000274695	1	1	28	19	1737
2796	ENSP00000276420	3	7	51	25	1236
2797	ENSP00000270708	4	9	3	2	1380
2798	ENSP00000274673	4	5	45	11	1950
2799	ENSP00000273668	7	1	11	5	879
2800	ENSP00000276431	9	5	31	17	1329
2801	ENSP00000275730	3	9	16	20	2742
2802	ENSP00000273375	0	3	16	8	810
2803	ENSP00000278949	2	4	15	12	705
2804	ENSP00000274532	0	0	6	8	1134
2805	ENSP00000270824	2	2	15	4	501
2806	ENSP00000278947	1	2	14	12	645
2807	ENSP00000276914	5	8	33	11	1443
2808	ENSP00000273130	0	5	34	18	1569
2809	ENSP00000270776	0	5	4	6	1800
2810	ENSP00000276052	0	4	0	0	1710
2811	ENSP00000273261	2	8	159	83	3441
2812	ENSP00000272520	0	3	7	8	1035
2813	ENSP00000272139	0	2	15	3	837
2814	ENSP00000272224	5	3	16	25	1350
2815	ENSP00000275034	2	17	34	52	5613
2816	ENSP00000271277	4	3	22	22	1917
2817	ENSP00000278715	0	5	0	0	1083
2818	ENSP00000270586	0	3	19	15	732
2819	ENSP00000275461	0	3	14	9	498
2820	ENSP00000272438	0	1	1	1	588
2821	ENSP00000273063	2	10	10	4	3879
2822	ENSP00000270112	2	9	41	34	2241
2823	ENSP00000271234	1	2	21	19	1872
2824	ENSP00000271526	0	4	45	19	1473
2825	ENSP00000276185	5	11	13	17	6051
2826	ENSP00000270645	2	5	22	14	1368
2827	ENSP00000276241	4	1	2	0	840
2828	ENSP00000274938	0	7	46	25	2979
2829	ENSP00000279387	0	1	1	4	1020
2830	ENSP00000271064	0	1	1	0	1401
2831	ENSP00000274140	0	3	0	1	2838
2832	ENSP00000275162	0	2	11	11	981
2833	ENSP00000276201	0	3	2	0	1449
2834	ENSP00000276066	2	2	0	0	666
2835	ENSP00000272321	3	4	16	4	2238
2836	ENSP00000273352	2	1	51	28	2391
2837	ENSP00000274364	4	11	86	34	4944
2838	ENSP00000274473	8	18	0	0	3420
2839	ENSP00000277570	7	5	11	12	1305
2840	ENSP00000274341	2	1	17	15	1062
2841	ENSP00000274054	3	3	6	5	1482
2842	ENSP00000275517	2	1	2	0	822
2843	ENSP00000274764	0	6	16	20	381
2844	ENSP00000278505	2	4	40	10	1500
2845	ENSP00000273480	0	0	0	0	339
2846	ENSP00000274605	1	7	63	24	1632
2847	ENSP00000273395	9	19	1	2	3345
2848	ENSP00000278840	0	0	1	2	1353
2849	ENSP00000278060	4	10	27	28	1533
2850	ENSP00000271732	0	3	18	5	855
2851	ENSP00000278671	0	0	4	2	483
2852	ENSP00000274137	0	1	9	6	579
2853	ENSP00000278200	0	0	0	0	498
2854	ENSP00000276616	9	7	46	17	1155
2855	ENSP00000270570	4	7	2	1	1794
2856	ENSP00000271227	2	1	3	1	1965
2857	ENSP00000272732	2	1	0	0	1341
2858	ENSP00000278319	8	2	48	13	1551
2859	ENSP00000278829	0	3	3	4	1449
2860	ENSP00000272902	4	7	2	2	1122
2861	ENSP00000278025	2	3	3	2	462
2862	ENSP00000270517	2	0	13	5	1344
2863	ENSP00000274063	0	5	14	19	885
2864	ENSP00000276414	2	0	0	0	288
2865	ENSP00000273963	1	6	17	13	1860
2866	ENSP00000279263	4	3	3	6	1320
2867	ENSP00000270625	0	0	0	2	474
2868	ENSP00000270223	3	10	0	0	2085
2869	ENSP00000279907	8	10	63	36	4392
2870	ENSP00000276571	0	1	3	9	597
2871	ENSP00000271620	2	3	0	0	1359
2872	ENSP00000278193	0	1	7	6	591
2873	ENSP00000272928	1	5	7	8	1086
2874	ENSP00000270066	0	6	19	16	1620
2875	ENSP00000272462	1	2	6	3	459
2876	ENSP00000270349	0	9	14	38	1983
2877	ENSP00000271640	4	6	30	30	3876
2878	ENSP00000271308	0	0	2	3	912
2879	ENSP00000274811	0	1	2	9	1335
2880	ENSP00000279206	4	3	2	0	939
2881	ENSP00000272542	3	4	11	9	2079
2882	ENSP00000271588	35	36	387	166	17295
2883	ENSP00000276816	4	7	40	24	2178
2884	ENSP00000275072	1	4	32	10	1338
2885	ENSP00000279036	0	4	10	9	1947
2886	ENSP00000278886	28	15	149	85	4668
2887	ENSP00000278618	0	1	0	1	927
2888	ENSP00000270115	5	7	57	26	1785
2889	ENSP00000276654	2	2	2	0	2577
2890	ENSP00000270538	1	8	18	4	1359
2891	ENSP00000271751	0	6	0	0	2967
2892	ENSP00000270590	2	4	19	17	1068
2893	ENSP00000272430	3	2	0	0	1749
2894	ENSP00000271332	8	10	228	162	8928
2895	ENSP00000270238	2	3	0	0	5430
2896	ENSP00000273936	4	2	30	13	1185
2897	ENSP00000272371	8	17	24	10	6090
2898	ENSP00000272771	0	1	0	1	1122
2899	ENSP00000278612	7	12	96	39	4332
2900	ENSP00000271331	0	2	12	4	315
2901	ENSP00000272223	1	1	9	13	798
2902	ENSP00000277458	0	9	0	0	1374
2903	ENSP00000273158	0	4	18	10	912
2904	ENSP00000274569	1	1	27	14	1482
2905	ENSP00000278426	5	7	28	21	1716
2906	ENSP00000278070	15	10	22	5	4995
2907	ENSP00000274979	5	13	89	42	2937
2908	ENSP00000277575	7	9	0	0	2607
2909	ENSP00000274278	15	9	30	10	1596
2910	ENSP00000279146	1	4	8	1	990
2911	ENSP00000278616	16	19	75	34	9222
2912	ENSP00000270233	2	3	49	24	2064
2913	ENSP00000272190	1	7	20	15	1218
2914	ENSP00000272638	0	2	25	15	1626
2915	ENSP00000277120	0	11	0	0	2514
2916	ENSP00000270235	4	6	43	22	1569
2917	ENSP00000275015	3	4	0	0	1500
2918	ENSP00000272433	0	2	3	9	1197
2919	ENSP00000277895	1	8	0	0	2751
2920	ENSP00000276594	0	6	22	24	1713
2921	ENSP00000278198	0	4	29	24	1920
2922	ENSP00000273814	4	14	70	51	3132
2923	ENSP00000278483	0	1	0	2	591
2924	ENSP00000270257	1	2	0	0	393
2925	ENSP00000274507	1	3	4	1	453
2926	ENSP00000272519	0	0	0	3	903
2927	ENSP00000273353	18	12	129	43	5859
2928	ENSP00000278559	1	2	40	24	2382
2929	ENSP00000278568	0	2	0	0	1911
2930	ENSP00000276590	1	0	0	0	924
2931	ENSP00000274625	0	2	5	3	621
2932	ENSP00000272238	1	2	1	0	1320
2933	ENSP00000273398	0	5	14	6	1926
2934	ENSP00000272203	0	5	74	42	3522
2935	ENSP00000278780	1	5	12	12	969
2936	ENSP00000275954	0	0	0	5	555
2937	ENSP00000272895	14	16	143	88	7785
2938	ENSP00000274382	3	5	18	9	846
2939	ENSP00000275216	3	4	32	24	1017
2940	ENSP00000274306	5	1	23	11	786
2941	ENSP00000278742	6	16	70	61	2631
2942	ENSP00000274813	2	2	60	13	2313
2943	ENSP00000274545	3	10	25	23	1359
2944	ENSP00000274458	2	2	11	7	606
2945	ENSP00000270722	12	14	1	1	4011
2946	ENSP00000278550	10	23	185	101	8382
2947	ENSP00000278379	0	6	8	7	1746
2948	ENSP00000273857	5	0	46	22	3129
2949	ENSP00000272367	14	6	64	21	1767
2950	ENSP00000271417	0	3	38	19	1947
2951	ENSP00000276925	0	3	3	3	414
2952	ENSP00000273062	0	2	3	1	816
2953	ENSP00000271688	0	1	0	0	1140
2954	ENSP00000272839	1	5	0	0	708
2955	ENSP00000273258	0	1	11	8	564
2956	ENSP00000276211	4	1	9	6	1698
2957	ENSP00000270861	4	2	26	7	2910
2958	ENSP00000276055	1	1	1	6	1461
2959	ENSP00000278282	1	3	11	2	276
2960	ENSP00000274712	0	0	1	6	597
2961	ENSP00000270792	2	3	5	3	804
2962	ENSP00000273183	1	1	32	18	1206
2963	ENSP00000278937	1	4	28	9	645
2964	ENSP00000278855	1	1	12	3	474
2965	ENSP00000274217	2	4	33	10	1080
2966	ENSP00000275016	4	1	16	1	1647
2967	ENSP00000276461	0	0	1	3	1281
2968	ENSP00000276202	1	12	0	0	6243
2969	ENSP00000271971	2	3	75	36	2070
2970	ENSP00000273859	6	15	100	37	4389
2971	ENSP00000273153	2	4	53	20	1992
2972	ENSP00000278353	1	2	14	11	960
