Query	pongo_abelii	pan_troglodytes	pan_paniscus	gorilla_gorilla
ENSP00000496853	NA	NA	NA	NA
ENSP00000496852	NA	NA	NA	NA
ENSP00000496851	NA	NA	NA	NA
ENSP00000380319	NA	NA	NA	NA
ENSP00000496857	NA	NA	NA	NA
ENSP00000485631	NA	NA	NA	NA
ENSP00000496855	NA	NA	NA	NA
ENSP00000496854	NA	NA	NA	NA
ENSP00000458122	NA	NA	NA	NA
ENSP00000416097	ENSPPYP00000022017	NA	ENSPPAP00000032124	ENSGGOP00000017672
ENSP00000416096	NA	NA	NA	NA
ENSP00000416094	NA	NA	NA	NA
ENSP00000341597	ENSPPYP00000017872	ENSPTRP00000079130	ENSPPAP00000007231	NA
ENSP00000485636	NA	NA	NA	NA
ENSP00000465525	NA	NA	NA	NA
ENSP00000421762	NA	NA	NA	NA
ENSP00000350236	NA	NA	NA	NA
ENSP00000421760	NA	NA	NA	NA
ENSP00000350230	NA	NA	NA	NA
ENSP00000462984	NA	NA	NA	NA
ENSP00000465523	NA	NA	NA	NA
ENSP00000465522	NA	NA	NA	NA
ENSP00000462985	NA	NA	NA	NA
ENSP00000465528	NA	NA	NA	NA
ENSP00000427392	NA	NA	NA	NA
ENSP00000427393	NA	NA	NA	NA
ENSP00000427397	NA	NA	NA	NA
ENSP00000427399	NA	NA	NA	NA
ENSP00000462988	NA	NA	NA	NA
ENSP00000423560	NA	NA	NA	NA
ENSP00000470305	NA	NA	NA	NA
ENSP00000395466	NA	NA	NA	NA
ENSP00000384463	NA	NA	NA	NA
ENSP00000298585	ENSPPYP00000022237	ENSPTRP00000037001	ENSPPAP00000012337	ENSGGOP00000006727
ENSP00000371905	NA	NA	NA	NA
ENSP00000371903	NA	NA	NA	NA
ENSP00000371900	NA	NA	NA	NA
ENSP00000416420	NA	NA	NA	NA
ENSP00000416421	NA	NA	NA	NA
ENSP00000490574	NA	NA	NA	NA
ENSP00000385338	NA	NA	NA	NA
ENSP00000407548	NA	NA	NA	NA
ENSP00000407547	NA	NA	NA	NA
ENSP00000407546	ENSPPYP00000007134	ENSPTRP00000011728	ENSPPAP00000007226	NA
ENSP00000407545	ENSPPYP00000019338	ENSPTRP00000030817	ENSPPAP00000001042	ENSGGOP00000006456
ENSP00000407542	NA	NA	NA	NA
ENSP00000407541	NA	NA	NA	NA
ENSP00000407540	NA	NA	NA	NA
ENSP00000490579	NA	ENSPTRP00000067311	ENSPPAP00000031490	ENSGGOP00000024157
ENSP00000297512	ENSPPYP00000020388	ENSPTRP00000081988	ENSPPAP00000029416	ENSGGOP00000016463
ENSP00000413318	NA	NA	NA	NA
ENSP00000413311	NA	NA	NA	NA
ENSP00000305302	ENSPPYP00000017106	ENSPTRP00000048360	ENSPPAP00000030058	ENSGGOP00000007387
ENSP00000349101	NA	NA	NA	NA
ENSP00000413314	NA	NA	NA	NA
ENSP00000465488	NA	NA	NA	NA
ENSP00000417772	NA	NA	NA	NA
ENSP00000384348	NA	NA	NA	NA
ENSP00000436808	NA	NA	NA	NA
ENSP00000436809	NA	NA	NA	NA
ENSP00000436806	NA	NA	NA	NA
ENSP00000436807	NA	NA	NA	NA
ENSP00000436804	NA	NA	NA	NA
ENSP00000436805	NA	NA	NA	NA
ENSP00000436802	NA	NA	NA	NA
ENSP00000436803	NA	NA	NA	NA
ENSP00000436800	NA	NA	NA	NA
ENSP00000384342	NA	NA	NA	NA
ENSP00000493572	NA	NA	NA	NA
ENSP00000395244	NA	ENSPTRP00000059915	ENSPPAP00000006415	ENSGGOP00000027019
ENSP00000395245	NA	NA	NA	NA
ENSP00000493577	NA	NA	NA	NA
ENSP00000395243	NA	NA	NA	NA
ENSP00000493575	NA	NA	NA	NA
ENSP00000395241	NA	NA	NA	NA
ENSP00000482179	NA	NA	NA	NA
ENSP00000493579	NA	NA	NA	NA
ENSP00000493578	NA	NA	NA	NA
ENSP00000395249	ENSPPYP00000014745	ENSPTRP00000022110	ENSPPAP00000035705	ENSGGOP00000010573
ENSP00000470624	NA	NA	NA	NA
ENSP00000386454	NA	NA	NA	NA
ENSP00000456079	NA	NA	NA	NA
ENSP00000456078	NA	NA	NA	NA
ENSP00000486238	NA	NA	NA	NA
ENSP00000486239	NA	NA	NA	NA
ENSP00000456070	NA	NA	NA	NA
ENSP00000456073	NA	NA	NA	NA
ENSP00000456075	NA	NA	NA	NA
ENSP00000486237	NA	NA	NA	NA
ENSP00000331106	ENSPPYP00000012904	NA	NA	NA
ENSP00000486235	NA	NA	NA	NA
ENSP00000485769	NA	NA	NA	NA
ENSP00000462899	NA	NA	NA	NA
ENSP00000485761	NA	NA	NA	NA
ENSP00000485760	NA	NA	NA	NA
ENSP00000462892	NA	NA	NA	NA
ENSP00000485762	NA	NA	NA	NA
ENSP00000462895	NA	NA	NA	NA
ENSP00000462896	NA	NA	NA	NA
ENSP00000462897	NA	NA	NA	NA
ENSP00000424603	NA	NA	NA	NA
ENSP00000424601	NA	NA	NA	NA
ENSP00000424600	NA	NA	NA	NA
ENSP00000424607	NA	ENSPTRP00000073363	NA	NA
ENSP00000424606	NA	NA	NA	NA
ENSP00000424605	NA	NA	NA	NA
ENSP00000460002	NA	NA	NA	NA
ENSP00000424609	NA	NA	NA	NA
ENSP00000424608	NA	NA	NA	NA
ENSP00000460008	NA	NA	NA	NA
ENSP00000428862	NA	NA	NA	NA
ENSP00000263849	ENSPPYP00000020965	ENSPTRP00000034840	ENSPPAP00000032467	ENSGGOP00000033529
ENSP00000263846	NA	NA	NA	NA
ENSP00000263847	ENSPPYP00000003721	ENSPTRP00000006371	ENSPPAP00000028725	ENSGGOP00000011060
ENSP00000374424	NA	NA	NA	NA
ENSP00000374422	NA	NA	NA	NA
ENSP00000296980	ENSPPYP00000019081	ENSPTRP00000093946	ENSPPAP00000039456	ENSGGOP00000010034
ENSP00000412338	NA	NA	NA	NA
ENSP00000385434	NA	NA	NA	NA
ENSP00000385435	NA	NA	NA	NA
ENSP00000037502	ENSPPYP00000000593	ENSPTRP00000002797	ENSPPAP00000038884	ENSGGOP00000022226
ENSP00000385437	NA	NA	NA	NA
ENSP00000385431	NA	NA	NA	NA
ENSP00000385432	ENSPPYP00000017655	ENSPTRP00000029501	ENSPPAP00000019923	ENSGGOP00000020257
ENSP00000385433	NA	NA	NA	NA
ENSP00000376487	NA	NA	NA	NA
ENSP00000376484	NA	NA	NA	NA
ENSP00000470901	NA	NA	NA	NA
ENSP00000376481	NA	NA	NA	NA
ENSP00000479745	NA	ENSPTRP00000078965	ENSPPAP00000014492	ENSGGOP00000036631
ENSP00000470909	NA	NA	NA	NA
ENSP00000479885	NA	NA	NA	NA
ENSP00000479884	ENSPPYP00000011288	ENSPTRP00000019078	ENSPPAP00000024465	ENSGGOP00000025724
ENSP00000479883	NA	NA	NA	NA
ENSP00000479881	NA	NA	NA	NA
ENSP00000479740	NA	NA	NA	NA
ENSP00000479889	ENSPPYP00000005053	ENSPTRP00000008285	ENSPPAP00000009286	ENSGGOP00000020959
ENSP00000423250	NA	NA	NA	NA
ENSP00000476536	NA	NA	NA	NA
ENSP00000476534	NA	NA	NA	NA
ENSP00000476535	NA	NA	NA	NA
ENSP00000476532	NA	NA	NA	NA
ENSP00000476533	NA	NA	NA	NA
ENSP00000476531	NA	NA	NA	NA
ENSP00000476539	NA	NA	NA	NA
ENSP00000478033	NA	NA	NA	NA
ENSP00000459167	NA	NA	NA	NA
ENSP00000459164	NA	NA	NA	NA
ENSP00000459161	NA	NA	NA	NA
ENSP00000222462	ENSPPYP00000020128	ENSPTRP00000033610	ENSPPAP00000010301	ENSGGOP00000016103
ENSP00000477594	NA	NA	NA	NA
ENSP00000459168	NA	NA	NA	NA
ENSP00000459169	NA	NA	NA	NA
ENSP00000477481	NA	NA	NA	NA
ENSP00000495137	NA	NA	NA	NA
ENSP00000477482	NA	NA	NA	NA
ENSP00000495131	NA	NA	NA	NA
ENSP00000495130	NA	NA	NA	NA
ENSP00000477487	NA	NA	NA	NA
ENSP00000495132	NA	NA	NA	NA
ENSP00000477488	NA	NA	NA	NA
ENSP00000495139	NA	NA	NA	NA
ENSP00000495138	NA	NA	NA	NA
ENSP00000375593	ENSPPYP00000011701	ENSPTRP00000060629	ENSPPAP00000024607	ENSGGOP00000019652
ENSP00000262719	ENSPPYP00000010337	ENSPTRP00000017119	ENSPPAP00000014071	ENSGGOP00000005073
ENSP00000465489	NA	NA	NA	NA
ENSP00000262710	ENSPPYP00000006433	ENSPTRP00000010442	ENSPPAP00000037403	ENSGGOP00000007252
ENSP00000262713	ENSPPYP00000006424	ENSPTRP00000052777	ENSPPAP00000016836	ENSGGOP00000014181
ENSP00000262715	ENSPPYP00000006332	ENSPTRP00000010340	ENSPPAP00000019841	ENSGGOP00000000206
ENSP00000262717	ENSPPYP00000010330	ENSPTRP00000017107	ENSPPAP00000019873	ENSGGOP00000006769
ENSP00000234488	ENSPPYP00000002175	ENSPTRP00000000296	ENSPPAP00000026379	ENSGGOP00000025760
ENSP00000465481	NA	NA	NA	NA
ENSP00000377997	NA	NA	NA	NA
ENSP00000377995	ENSPPYP00000008330	ENSPTRP00000013896	ENSPPAP00000038843	ENSGGOP00000015385
ENSP00000377990	NA	NA	NA	NA
ENSP00000431589	NA	NA	NA	NA
ENSP00000431586	NA	NA	NA	NA
ENSP00000431587	NA	NA	NA	NA
ENSP00000431584	NA	NA	NA	NA
ENSP00000431585	NA	NA	NA	NA
ENSP00000431582	NA	NA	NA	NA
ENSP00000431583	NA	NA	NA	NA
ENSP00000431580	NA	NA	NA	NA
ENSP00000431581	NA	NA	NA	NA
ENSP00000478596	NA	NA	NA	NA
ENSP00000420606	NA	NA	NA	NA
ENSP00000409288	NA	NA	NA	NA
ENSP00000420604	NA	NA	NA	NA
ENSP00000478592	NA	NA	NA	NA
ENSP00000420602	NA	NA	NA	NA
ENSP00000420601	NA	NA	NA	NA
ENSP00000420600	NA	NA	NA	NA
ENSP00000409282	NA	NA	NA	NA
ENSP00000409283	NA	NA	NA	NA
ENSP00000424176	NA	NA	NA	NA
ENSP00000409281	NA	NA	NA	NA
ENSP00000409287	NA	NA	NA	NA
ENSP00000409284	NA	NA	NA	NA
ENSP00000420608	ENSPPYP00000002080	ENSPTRP00000052749	ENSPPAP00000042881	ENSGGOP00000000522
ENSP00000371137	NA	NA	NA	NA
ENSP00000371134	NA	NA	NA	NA
ENSP00000371133	ENSPPYP00000007582	ENSPTRP00000012525	ENSPPAP00000007557	ENSGGOP00000008249
ENSP00000465485	NA	NA	NA	NA
ENSP00000222304	NA	NA	NA	NA
ENSP00000371138	NA	NA	NA	NA
ENSP00000222305	ENSPPYP00000011034	ENSPTRP00000086012	ENSPPAP00000029299	ENSGGOP00000050110
ENSP00000222286	ENSPPYP00000011047	ENSPTRP00000018570	ENSPPAP00000000072	ENSGGOP00000000127
ENSP00000222284	ENSPPYP00000011048	ENSPTRP00000084442	ENSPPAP00000034161	ENSGGOP00000000128
ENSP00000495799	NA	NA	NA	NA
ENSP00000495798	NA	NA	NA	NA
ENSP00000361761	NA	ENSPTRP00000023271	ENSPPAP00000017044	ENSGGOP00000004095
ENSP00000361765	ENSPPYP00000023033	NA	ENSPPAP00000000671	ENSGGOP00000009683
ENSP00000370423	NA	NA	NA	NA
ENSP00000370421	ENSPPYP00000005967	ENSPTRP00000009769	ENSPPAP00000019094	ENSGGOP00000002529
ENSP00000370420	NA	NA	NA	NA
ENSP00000495795	ENSPPYP00000008641	ENSPTRP00000063563	ENSPPAP00000015347	ENSGGOP00000019794
ENSP00000495794	NA	NA	NA	NA
ENSP00000495797	NA	NA	NA	NA
ENSP00000370424	NA	NA	NA	NA
ENSP00000465484	NA	NA	NA	NA
ENSP00000281317	ENSPPYP00000016871	ENSPTRP00000028298	ENSPPAP00000017321	ENSGGOP00000002519
ENSP00000381430	ENSPPYP00000009389	ENSPTRP00000039090	ENSPPAP00000017027	ENSGGOP00000006833
ENSP00000496445	NA	NA	NA	NA
ENSP00000381432	NA	NA	NA	NA
ENSP00000496447	NA	NA	NA	NA
ENSP00000496440	NA	NA	NA	NA
ENSP00000496441	NA	NA	NA	NA
ENSP00000433568	NA	NA	NA	NA
ENSP00000433569	NA	NA	NA	NA
ENSP00000433566	NA	NA	NA	NA
ENSP00000381439	NA	NA	NA	NA
ENSP00000389227	NA	NA	NA	NA
ENSP00000389226	NA	NA	NA	NA
ENSP00000433562	NA	NA	NA	NA
ENSP00000496449	ENSPPYP00000017162	ENSPTRP00000014513	ENSPPAP00000017188	ENSGGOP00000000700
ENSP00000433560	ENSPPYP00000004431	ENSPTRP00000007345	ENSPPAP00000040063	ENSGGOP00000043610
ENSP00000433561	NA	NA	NA	NA
ENSP00000497793	NA	NA	NA	NA
ENSP00000327048	NA	ENSPTRP00000075211	NA	ENSGGOP00000011168
ENSP00000497791	NA	NA	NA	NA
ENSP00000497790	NA	NA	NA	NA
ENSP00000497797	NA	NA	NA	NA
ENSP00000497796	ENSPPYP00000023649	ENSPTRP00000015625	ENSPPAP00000030881	ENSGGOP00000012498
ENSP00000497795	NA	NA	NA	NA
ENSP00000497794	NA	NA	NA	NA
ENSP00000497799	NA	NA	NA	NA
ENSP00000497798	NA	NA	NA	NA
ENSP00000488586	NA	NA	NA	NA
ENSP00000436059	NA	NA	NA	NA
ENSP00000436055	NA	NA	NA	NA
ENSP00000436057	NA	NA	NA	NA
ENSP00000392913	NA	NA	NA	NA
ENSP00000436051	NA	NA	NA	NA
ENSP00000436052	NA	NA	NA	NA
ENSP00000477849	NA	NA	NA	NA
ENSP00000495436	NA	NA	NA	NA
ENSP00000342661	NA	NA	NA	NA
ENSP00000463278	NA	NA	NA	NA
ENSP00000435595	NA	NA	NA	NA
ENSP00000435594	NA	NA	NA	NA
ENSP00000435597	NA	NA	NA	NA
ENSP00000435593	NA	NA	NA	NA
ENSP00000392912	NA	NA	NA	NA
ENSP00000435599	NA	NA	NA	NA
ENSP00000479256	NA	ENSPTRP00000063898	ENSPPAP00000006079	ENSGGOP00000026867
ENSP00000260743	ENSPPYP00000003052	ENSPTRP00000005129	ENSPPAP00000015746	ENSGGOP00000011359
ENSP00000366230	NA	NA	NA	NA
ENSP00000366233	ENSPPYP00000018322	ENSPTRP00000076272	ENSPPAP00000040407	ENSGGOP00000024094
ENSP00000373199	NA	NA	NA	NA
ENSP00000366235	NA	NA	NA	NA
ENSP00000366234	ENSPPYP00000005767	ENSPTRP00000085043	ENSPPAP00000019156	ENSGGOP00000005052
ENSP00000366237	ENSPPYP00000002201	ENSPTRP00000000259	ENSPPAP00000029869	ENSGGOP00000012405
ENSP00000366236	NA	NA	NA	NA
ENSP00000373192	NA	NA	NA	NA
ENSP00000366238	NA	NA	NA	NA
ENSP00000373191	ENSPPYP00000015205	ENSPTRP00000051198	ENSPPAP00000001018	ENSGGOP00000048622
ENSP00000373196	NA	NA	NA	NA
ENSP00000373194	ENSPPYP00000015223	ENSPTRP00000051204	ENSPPAP00000004783	ENSGGOP00000023294
ENSP00000373195	NA	NA	NA	NA
ENSP00000451540	NA	NA	NA	NA
ENSP00000451541	NA	NA	NA	NA
ENSP00000474598	NA	NA	NA	NA
ENSP00000474599	NA	NA	NA	NA
ENSP00000451544	NA	NA	NA	NA
ENSP00000451546	NA	NA	NA	NA
ENSP00000403636	NA	NA	NA	NA
ENSP00000451549	NA	NA	NA	NA
ENSP00000382165	NA	NA	NA	NA
ENSP00000474591	NA	NA	NA	NA
ENSP00000382163	ENSPPYP00000012723	ENSPTRP00000023895	ENSPPAP00000036213	ENSGGOP00000021652
ENSP00000474597	NA	NA	NA	NA
ENSP00000382161	NA	NA	NA	NA
ENSP00000474595	NA	NA	NA	NA
ENSP00000444982	NA	NA	NA	NA
ENSP00000333751	NA	NA	NA	NA
ENSP00000444980	NA	NA	NA	NA
ENSP00000444986	NA	NA	NA	NA
ENSP00000444987	NA	NA	NA	NA
ENSP00000479996	NA	NA	NA	NA
ENSP00000392607	NA	NA	NA	NA
ENSP00000296417	ENSPPYP00000016702	ENSPTRP00000028020	ENSPPAP00000017229	ENSGGOP00000038183
ENSP00000296411	ENSPPYP00000016687	ENSPTRP00000027998	ENSPPAP00000029095	ENSGGOP00000001502
ENSP00000469769	NA	NA	NA	NA
ENSP00000479998	NA	NA	NA	NA
ENSP00000469766	NA	NA	NA	NA
ENSP00000469763	NA	NA	NA	NA
ENSP00000469760	NA	NA	NA	NA
ENSP00000353015	NA	NA	NA	NA
ENSP00000433041	NA	NA	NA	NA
ENSP00000353010	ENSPPYP00000006962	ENSPTRP00000040178	ENSPPAP00000028517	ENSGGOP00000013163
ENSP00000353013	ENSPPYP00000006546	ENSPTRP00000041862	ENSPPAP00000000622	ENSGGOP00000012149
ENSP00000461155	NA	NA	NA	NA
ENSP00000344996	NA	ENSPTRP00000018056	ENSPPAP00000033343	ENSGGOP00000019186
ENSP00000414900	NA	NA	NA	NA
ENSP00000461153	NA	NA	NA	NA
ENSP00000351810	NA	NA	NA	NA
ENSP00000493968	NA	NA	NA	NA
ENSP00000346845	NA	NA	NA	NA
ENSP00000346846	NA	NA	NA	NA
ENSP00000493964	NA	NA	NA	NA
ENSP00000433045	NA	NA	NA	NA
ENSP00000493966	NA	NA	NA	NA
ENSP00000493967	NA	NA	NA	NA
ENSP00000493963	NA	NA	NA	NA
ENSP00000433047	NA	NA	NA	NA
ENSP00000389907	NA	NA	NA	NA
ENSP00000339182	ENSPPYP00000016125	ENSPTRP00000027089	ENSPPAP00000003242	ENSGGOP00000006917
ENSP00000339186	ENSPPYP00000013217	ENSPTRP00000024817	ENSPPAP00000008115	ENSGGOP00000001459
ENSP00000276943	ENSPPYP00000021461	ENSPTRP00000035639	NA	ENSGGOP00000023086
ENSP00000358590	ENSPPYP00000018836	ENSPTRP00000031435	ENSPPAP00000018151	ENSGGOP00000021308
ENSP00000345895	ENSPPYP00000013314	ENSPTRP00000088841	ENSPPAP00000020647	ENSGGOP00000016905
ENSP00000358595	NA	NA	NA	NA
ENSP00000358596	ENSPPYP00000003080	ENSPTRP00000072883	ENSPPAP00000008595	ENSGGOP00000002600
ENSP00000338857	NA	NA	NA	NA
ENSP00000447866	NA	NA	NA	NA
ENSP00000447867	NA	NA	NA	NA
ENSP00000447860	NA	NA	NA	NA
ENSP00000447862	NA	NA	NA	NA
ENSP00000447863	NA	NA	NA	NA
ENSP00000452015	NA	NA	NA	NA
ENSP00000452014	NA	NA	NA	NA
ENSP00000447868	NA	NA	NA	NA
ENSP00000452011	ENSPPYP00000006390	ENSPTRP00000065082	ENSPPAP00000019019	ENSGGOP00000023060
ENSP00000204566	ENSPPYP00000024383	ENSPTRP00000012254	ENSPPAP00000003480	ENSGGOP00000004667
ENSP00000427569	NA	NA	NA	NA
ENSP00000332407	ENSPPYP00000008565	ENSPTRP00000069376	ENSPPAP00000019866	ENSGGOP00000012854
ENSP00000428035	NA	NA	NA	NA
ENSP00000428036	NA	NA	NA	NA
ENSP00000332404	ENSPPYP00000009143	ENSPTRP00000015296	ENSPPAP00000000361	ENSGGOP00000008427
ENSP00000428030	NA	NA	NA	NA
ENSP00000428031	NA	NA	NA	NA
ENSP00000428032	NA	NA	NA	NA
ENSP00000428033	NA	NA	NA	NA
ENSP00000464069	NA	NA	NA	NA
ENSP00000464068	NA	NA	NA	NA
ENSP00000464063	NA	NA	NA	NA
ENSP00000464061	NA	NA	NA	NA
ENSP00000464060	NA	ENSPTRP00000084287	NA	NA
ENSP00000464067	NA	NA	NA	NA
ENSP00000464066	NA	NA	NA	NA
ENSP00000464065	NA	NA	NA	NA
ENSP00000464064	NA	NA	NA	NA
ENSP00000468169	NA	NA	NA	NA
ENSP00000379120	NA	NA	NA	NA
ENSP00000379123	NA	NA	NA	NA
ENSP00000302630	ENSPPYP00000007357	ENSPTRP00000073859	ENSPPAP00000026807	ENSGGOP00000004586
ENSP00000352760	NA	NA	NA	NA
ENSP00000379124	NA	NA	NA	NA
ENSP00000379127	NA	NA	NA	NA
ENSP00000379126	NA	NA	NA	NA
ENSP00000379129	NA	NA	NA	NA
ENSP00000379128	NA	NA	NA	NA
ENSP00000327143	ENSPPYP00000018029	ENSPTRP00000074653	ENSPPAP00000008066	ENSGGOP00000020134
ENSP00000359881	NA	NA	NA	NA
ENSP00000359883	NA	NA	NA	NA
ENSP00000359885	NA	NA	NA	NA
ENSP00000359886	NA	NA	NA	NA
ENSP00000359887	NA	NA	NA	NA
ENSP00000359889	NA	NA	NA	NA
ENSP00000453805	NA	NA	NA	NA
ENSP00000334458	NA	NA	NA	NA
ENSP00000453804	NA	NA	NA	NA
ENSP00000491220	NA	NA	NA	NA
ENSP00000453803	NA	NA	NA	NA
ENSP00000431143	NA	NA	NA	NA
ENSP00000480129	NA	NA	NA	NA
ENSP00000453801	NA	NA	NA	NA
ENSP00000480120	NA	NA	NA	NA
ENSP00000480122	NA	NA	NA	NA
ENSP00000453800	NA	NA	NA	NA
ENSP00000480125	NA	NA	NA	NA
ENSP00000480127	NA	NA	NA	NA
ENSP00000487476	NA	NA	NA	NA
ENSP00000396843	ENSPPYP00000010512	ENSPTRP00000064747	ENSPPAP00000027146	ENSGGOP00000020409
ENSP00000396842	NA	NA	NA	NA
ENSP00000396845	NA	NA	NA	NA
ENSP00000464689	NA	NA	NA	NA
ENSP00000396846	NA	NA	NA	NA
ENSP00000396849	NA	NA	NA	NA
ENSP00000464685	NA	NA	NA	NA
ENSP00000464684	NA	NA	NA	NA
ENSP00000464682	NA	NA	NA	NA
ENSP00000464681	NA	NA	NA	NA
ENSP00000487478	NA	NA	NA	NA
ENSP00000418789	NA	NA	NA	NA
ENSP00000418788	NA	NA	NA	NA
ENSP00000418785	NA	NA	NA	NA
ENSP00000418784	NA	NA	NA	NA
ENSP00000418787	NA	NA	NA	NA
ENSP00000418786	NA	NA	NA	NA
ENSP00000418780	NA	NA	NA	NA
ENSP00000418783	NA	NA	NA	NA
ENSP00000418782	NA	NA	NA	NA
ENSP00000441858	ENSPPYP00000024267	ENSPTRP00000086958	ENSPPAP00000033756	ENSGGOP00000014331
ENSP00000485281	NA	NA	NA	NA
ENSP00000441852	NA	NA	NA	NA
ENSP00000434455	NA	NA	NA	NA
ENSP00000441855	NA	NA	NA	NA
ENSP00000284967	NA	NA	NA	NA
ENSP00000369950	NA	NA	NA	NA
ENSP00000369953	NA	NA	NA	NA
ENSP00000369956	NA	NA	NA	NA
ENSP00000369959	NA	NA	NA	NA
ENSP00000369958	NA	NA	NA	NA
ENSP00000290039	ENSPPYP00000001483	ENSPTRP00000001421	ENSPPAP00000003048	ENSGGOP00000038178
ENSP00000219299	ENSPPYP00000008368	ENSPTRP00000013959	ENSPPAP00000042487	ENSGGOP00000045238
ENSP00000290037	NA	NA	NA	NA
ENSP00000425052	NA	NA	NA	NA
ENSP00000462636	NA	NA	NA	NA
ENSP00000479334	NA	NA	NA	NA
ENSP00000393946	NA	NA	NA	NA
ENSP00000451791	NA	NA	NA	NA
ENSP00000451790	NA	NA	NA	NA
ENSP00000354357	NA	NA	NA	NA
ENSP00000329659	NA	NA	NA	NA
ENSP00000262424	ENSPPYP00000008587	ENSPTRP00000043479	ENSPPAP00000001809	ENSGGOP00000027805
ENSP00000439211	NA	NA	NA	NA
ENSP00000479336	NA	NA	NA	NA
ENSP00000466689	NA	NA	NA	NA
ENSP00000466688	NA	NA	NA	NA
ENSP00000245620	NA	NA	NA	NA
ENSP00000245621	NA	NA	NA	NA
ENSP00000466681	NA	NA	NA	NA
ENSP00000466680	ENSPPYP00000009405	ENSPTRP00000069098	ENSPPAP00000033832	ENSGGOP00000030346
ENSP00000466682	NA	NA	NA	NA
ENSP00000466684	NA	NA	NA	NA
ENSP00000466687	NA	NA	NA	NA
ENSP00000466686	NA	NA	NA	NA
ENSP00000390858	NA	NA	NA	NA
ENSP00000390850	NA	NA	NA	NA
ENSP00000390853	NA	NA	NA	NA
ENSP00000390855	NA	NA	NA	NA
ENSP00000390856	NA	NA	NA	NA
ENSP00000390857	NA	NA	NA	NA
ENSP00000434450	NA	NA	NA	NA
ENSP00000307879	ENSPPYP00000004635	NA	ENSPPAP00000042011	ENSGGOP00000009905
ENSP00000447046	NA	NA	NA	NA
ENSP00000246190	ENSPPYP00000012202	NA	ENSPPAP00000033060	ENSGGOP00000003523
ENSP00000447044	NA	NA	NA	NA
ENSP00000447042	NA	NA	NA	NA
ENSP00000246194	ENSPPYP00000024392	ENSPTRP00000052251	ENSPPAP00000023680	ENSGGOP00000022369
ENSP00000447040	NA	NA	NA	NA
ENSP00000447041	NA	NA	NA	NA
ENSP00000246199	NA	NA	NA	NA
ENSP00000447049	NA	NA	NA	NA
ENSP00000417432	NA	NA	NA	NA
ENSP00000417433	NA	NA	NA	NA
ENSP00000417430	NA	NA	NA	NA
ENSP00000417431	NA	NA	NA	NA
ENSP00000417437	NA	NA	NA	NA
ENSP00000417434	NA	NA	NA	NA
ENSP00000417435	NA	NA	NA	NA
ENSP00000417438	NA	NA	NA	NA
ENSP00000417439	NA	NA	NA	NA
ENSP00000418862	NA	NA	NA	NA
ENSP00000429312	NA	NA	NA	NA
ENSP00000377385	NA	NA	NA	NA
ENSP00000452445	NA	NA	NA	NA
ENSP00000365924	ENSPPYP00000019266	ENSPTRP00000064713	ENSPPAP00000038836	ENSGGOP00000049542
ENSP00000365926	ENSPPYP00000021623	ENSPTRP00000035961	ENSPPAP00000042942	ENSGGOP00000048728
ENSP00000365920	NA	NA	NA	NA
ENSP00000429310	NA	NA	NA	NA
ENSP00000238018	ENSPPYP00000021605	ENSPTRP00000072982	ENSPPAP00000031298	ENSGGOP00000008352
ENSP00000421400	NA	NA	NA	NA
ENSP00000421401	NA	NA	NA	NA
ENSP00000421406	NA	NA	NA	NA
ENSP00000421407	NA	NA	NA	NA
ENSP00000421404	NA	NA	NA	NA
ENSP00000421405	ENSPPYP00000017142	ENSPTRP00000028698	ENSPPAP00000008643	ENSGGOP00000004835
ENSP00000452440	NA	NA	NA	NA
ENSP00000421408	NA	NA	NA	NA
ENSP00000421409	NA	NA	NA	NA
ENSP00000452441	NA	NA	NA	NA
ENSP00000455892	NA	NA	NA	NA
ENSP00000455893	NA	NA	NA	NA
ENSP00000455890	NA	NA	NA	NA
ENSP00000455891	NA	NA	NA	NA
ENSP00000455896	NA	NA	NA	NA
ENSP00000455897	ENSPPYP00000002469	ENSPTRP00000003959	ENSPPAP00000040488	ENSGGOP00000014796
ENSP00000455894	NA	NA	NA	NA
ENSP00000455899	NA	NA	NA	NA
ENSP00000377882	NA	NA	NA	NA
ENSP00000014930	ENSPPYP00000004925	ENSPTRP00000008050	ENSPPAP00000034397	ENSGGOP00000000888
ENSP00000315644	ENSPPYP00000010155	ENSPTRP00000016716	ENSPPAP00000027359	ENSGGOP00000025166
ENSP00000014935	NA	NA	NA	NA
ENSP00000406166	NA	NA	NA	NA
ENSP00000314518	ENSPPYP00000017470	ENSPTRP00000090131	ENSPPAP00000025954	ENSGGOP00000031748
ENSP00000406164	ENSPPYP00000016114	ENSPTRP00000063254	ENSPPAP00000004050	ENSGGOP00000049474
ENSP00000406165	NA	NA	NA	NA
ENSP00000406162	ENSPPYP00000011486	ENSPTRP00000068530	ENSPPAP00000023756	NA
ENSP00000406163	NA	NA	NA	NA
ENSP00000406160	NA	NA	NA	NA
ENSP00000406161	NA	NA	NA	NA
ENSP00000388482	NA	NA	NA	NA
ENSP00000333329	NA	NA	NA	NA
ENSP00000388486	NA	NA	NA	NA
ENSP00000388485	NA	NA	NA	NA
ENSP00000442135	NA	NA	NA	NA
ENSP00000442137	NA	NA	NA	NA
ENSP00000442136	NA	NA	NA	NA
ENSP00000442132	NA	NA	NA	NA
ENSP00000217652	NA	NA	NA	NA
