	Prot_ID	dN	dS	pN	pS	MsaLen
4054	ENSP00000301329	2	5	25	15	1713
4055	ENSP00000301336	5	3	4	6	1248
4056	ENSP00000301364	30	32	58	29	2466
4057	ENSP00000301365	10	23	7	1	2382
4058	ENSP00000301391	9	15	8	7	792
4059	ENSP00000301399	14	8	2	2	1455
4060	ENSP00000301420	5	5	25	12	786
4061	ENSP00000301454	1	10	0	0	1503
4062	ENSP00000301455	6	11	32	12	1218
4063	ENSP00000301458	4	5	4	1	996
4064	ENSP00000301459	1	6	10	6	1590
4065	ENSP00000301463	0	9	12	12	1437
4066	ENSP00000301464	4	5	3	4	723
4067	ENSP00000301466	9	13	25	19	1578
4068	ENSP00000301488	0	3	3	2	378
4069	ENSP00000301522	0	4	5	1	594
4070	ENSP00000301585	3	3	0	0	618
4071	ENSP00000301587	1	1	6	4	483
4072	ENSP00000301599	4	3	22	11	477
4073	ENSP00000301633	1	1	7	6	495
4074	ENSP00000301634	0	4	5	5	1026
4075	ENSP00000301645	3	14	38	24	1512
4076	ENSP00000301653	2	9	58	23	1521
4077	ENSP00000301656	3	8	52	20	1377
4078	ENSP00000301671	5	12	1	1	1680
4079	ENSP00000301691	2	4	11	8	735
4080	ENSP00000301712	9	8	1	1	2211
4081	ENSP00000301727	12	18	38	28	2355
4082	ENSP00000301732	17	47	144	88	5181
4083	ENSP00000301738	1	0	3	1	1713
4084	ENSP00000301761	4	1	0	0	531
4085	ENSP00000301764	34	24	13	31	3555
4086	ENSP00000301765	7	12	44	10	1065
4087	ENSP00000301790	13	3	0	0	987
4088	ENSP00000301825	6	8	40	13	1587
4089	ENSP00000301831	22	18	106	47	3825
4090	ENSP00000301838	2	6	5	6	624
4091	ENSP00000301873	8	31	0	0	4092
4092	ENSP00000301887	10	7	11	3	822
4093	ENSP00000301891	6	21	49	26	1650
4094	ENSP00000301896	4	1	0	0	864
4095	ENSP00000301904	0	14	3	5	1965
4096	ENSP00000301908	0	2	1	0	528
4097	ENSP00000301924	1	12	21	17	1479
4098	ENSP00000301945	0	5	17	18	1692
4099	ENSP00000301972	6	23	0	0	2577
4100	ENSP00000302037	7	8	1	0	1350
4101	ENSP00000302046	2	4	9	6	450
4102	ENSP00000302051	4	13	36	33	2373
4103	ENSP00000302079	11	11	0	0	1446
4104	ENSP00000302100	2	2	15	16	969
4105	ENSP00000302105	0	3	28	9	522
4106	ENSP00000302108	4	9	28	27	1794
4107	ENSP00000302111	4	5	27	15	714
4108	ENSP00000302150	2	4	0	3	681
4109	ENSP00000302160	0	1	5	2	306
4110	ENSP00000302177	4	8	23	5	1734
4111	ENSP00000302189	0	3	10	8	399
4112	ENSP00000302194	1	0	0	0	708
4113	ENSP00000302199	5	8	46	16	927
4114	ENSP00000302216	3	8	23	20	1068
4115	ENSP00000302222	8	8	24	7	1368
4116	ENSP00000302232	8	7	15	8	885
4117	ENSP00000302260	6	13	9	8	621
4118	ENSP00000302276	1	9	15	5	1017
4119	ENSP00000302297	3	17	55	28	1644
4120	ENSP00000302327	4	5	25	16	1341
4121	ENSP00000302393	5	9	52	16	1143
4122	ENSP00000302413	0	4	10	6	1236
4123	ENSP00000302441	8	6	6	3	1203
4124	ENSP00000302456	0	3	1	3	864
4125	ENSP00000302485	0	1	16	10	459
4126	ENSP00000302486	1	8	5	16	1185
4127	ENSP00000302530	8	9	0	0	3375
4128	ENSP00000302537	11	9	46	15	2226
4129	ENSP00000302543	0	8	1	2	966
4130	ENSP00000302552	0	1	5	2	549
4131	ENSP00000302562	6	5	33	15	1569
4132	ENSP00000302564	0	3	0	0	699
4133	ENSP00000302569	2	1	0	0	741
4134	ENSP00000302578	2	7	23	10	930
4135	ENSP00000302579	20	16	0	0	2064
4136	ENSP00000302599	0	5	13	11	1077
4137	ENSP00000302620	11	11	43	11	1272
4138	ENSP00000302621	9	7	46	34	1149
4139	ENSP00000302625	4	11	71	33	2529
4140	ENSP00000302630	0	6	28	20	1395
4141	ENSP00000302640	4	13	0	0	2292
4142	ENSP00000302657	3	7	36	15	1782
4143	ENSP00000302676	0	2	10	4	1299
4144	ENSP00000302719	0	10	21	8	1230
4145	ENSP00000302724	1	5	15	0	405
4146	ENSP00000302768	0	5	12	9	1437
4147	ENSP00000302770	4	10	19	24	1425
4148	ENSP00000302783	0	3	0	0	435
4149	ENSP00000302790	0	16	0	0	3375
4150	ENSP00000302801	4	2	34	18	1431
4151	ENSP00000302811	5	10	29	19	1056
4152	ENSP00000302814	0	5	18	11	1107
4153	ENSP00000302830	1	9	3	11	1386
4154	ENSP00000302836	1	8	0	0	780
4155	ENSP00000302843	2	3	15	6	1113
4156	ENSP00000302846	1	2	23	16	1470
4157	ENSP00000302851	15	10	38	24	1932
4158	ENSP00000302886	0	5	5	4	1182
4159	ENSP00000302898	2	11	3	1	927
4160	ENSP00000302913	4	5	0	0	3210
4161	ENSP00000302935	21	26	2	1	4149
4162	ENSP00000302961	8	5	13	13	2577
4163	ENSP00000302967	0	4	5	10	1284
4164	ENSP00000302978	0	4	0	0	864
4165	ENSP00000303015	2	5	8	10	1446
4166	ENSP00000303042	7	17	66	42	2538
4167	ENSP00000303057	4	7	17	3	636
4168	ENSP00000303058	5	15	59	24	2958
4169	ENSP00000303061	2	2	0	0	333
4170	ENSP00000303077	8	6	36	10	1302
4171	ENSP00000303108	2	0	3	0	1023
4172	ENSP00000303129	1	4	32	24	1296
4173	ENSP00000303147	0	5	7	19	1185
4174	ENSP00000303148	3	8	0	0	627
4175	ENSP00000303153	19	29	129	69	4881
4176	ENSP00000303192	4	10	33	30	2409
4177	ENSP00000303206	1	1	5	4	498
4178	ENSP00000303208	11	9	78	38	2439
4179	ENSP00000303211	5	9	0	0	2097
4180	ENSP00000303222	0	3	15	5	1146
4181	ENSP00000303231	2	3	16	10	759
4182	ENSP00000303246	5	10	39	17	2088
4183	ENSP00000303276	7	7	13	7	483
4184	ENSP00000303325	4	4	28	16	1395
4185	ENSP00000303356	6	5	5	2	732
4186	ENSP00000303366	1	8	12	18	1104
4187	ENSP00000303394	1	4	10	8	450
4188	ENSP00000303398	7	6	31	12	2712
4189	ENSP00000303424	1	3	36	8	1077
4190	ENSP00000303427	0	5	17	27	4044
4191	ENSP00000303434	5	11	26	14	3126
4192	ENSP00000303468	13	10	34	9	3354
4193	ENSP00000303482	3	3	17	3	771
4194	ENSP00000303490	15	5	24	14	1914
4195	ENSP00000303507	4	20	67	57	3900
4196	ENSP00000303508	0	10	10	5	1833
4197	ENSP00000303511	3	12	49	15	2940
4198	ENSP00000303522	0	7	17	8	1221
4199	ENSP00000303525	2	2	12	4	741
4200	ENSP00000303549	2	4	5	5	1008
4201	ENSP00000303550	2	4	9	2	408
4202	ENSP00000303575	10	7	12	8	1050
4203	ENSP00000303580	0	2	2	3	687
4204	ENSP00000303634	9	15	42	29	2937
4205	ENSP00000303686	9	6	36	16	1407
4206	ENSP00000303706	3	4	12	13	1572
4207	ENSP00000303709	0	0	1	5	606
4208	ENSP00000303754	4	2	25	10	1110
4209	ENSP00000303758	18	19	0	0	3228
4210	ENSP00000303766	3	13	22	17	1530
4211	ENSP00000303769	16	25	83	37	4323
4212	ENSP00000303775	4	6	0	0	1179
4213	ENSP00000303830	5	35	0	0	4443
4214	ENSP00000303887	6	5	0	0	2349
4215	ENSP00000303908	4	12	10	14	1086
4216	ENSP00000303909	0	16	16	20	2928
4217	ENSP00000303928	4	11	0	0	4257
4218	ENSP00000303942	1	6	19	13	531
4219	ENSP00000303960	6	19	0	0	4746
4220	ENSP00000303978	5	2	3	0	1083
4221	ENSP00000303987	5	4	4	1	621
4222	ENSP00000303992	0	10	56	17	1206
4223	ENSP00000303997	1	14	1	1	1836
4224	ENSP00000304004	2	11	20	23	1062
4225	ENSP00000304032	1	2	14	6	639
4226	ENSP00000304051	6	3	18	27	1992
4227	ENSP00000304078	9	15	64	41	3033
4228	ENSP00000304102	2	4	2	14	984
4229	ENSP00000304108	5	7	37	17	2502
4230	ENSP00000304127	8	4	5	17	1320
4231	ENSP00000304169	8	11	0	0	1239
4232	ENSP00000304192	7	22	109	63	7191
4233	ENSP00000304226	7	20	0	1	3645
4234	ENSP00000304229	1	3	1	0	378
4235	ENSP00000304236	8	7	26	15	1167
4236	ENSP00000304268	11	13	53	17	2661
4237	ENSP00000304277	3	6	8	4	606
4238	ENSP00000304286	6	5	22	22	1134
4239	ENSP00000304290	6	7	19	11	1506
4240	ENSP00000304292	9	13	63	54	3150
4241	ENSP00000304327	2	2	7	4	564
4242	ENSP00000304331	0	2	11	18	795
4243	ENSP00000304360	22	21	39	20	2505
4244	ENSP00000304364	1	1	7	3	954
4245	ENSP00000304376	0	1	0	0	612
4246	ENSP00000304408	6	23	61	33	4398
4247	ENSP00000304410	2	0	5	1	498
4248	ENSP00000304422	7	4	10	15	1386
4249	ENSP00000304429	1	6	3	1	1419
4250	ENSP00000304437	14	38	131	93	5364
4251	ENSP00000304440	1	16	0	0	1659
4252	ENSP00000304467	4	8	41	36	2202
4253	ENSP00000304501	4	4	21	13	1071
4254	ENSP00000304502	0	5	10	18	873
4255	ENSP00000304553	0	1	14	3	537
4256	ENSP00000304586	13	13	0	0	1968
4257	ENSP00000304592	62	70	185	204	7761
4258	ENSP00000304604	2	3	1	0	4524
4259	ENSP00000304643	2	6	23	13	543
4260	ENSP00000304669	1	20	1	4	2718
4261	ENSP00000304670	4	8	27	9	1305
4262	ENSP00000304689	1	9	8	8	945
4263	ENSP00000304713	0	5	13	8	1128
4264	ENSP00000304767	1	5	12	21	1119
4265	ENSP00000304783	2	9	0	0	2238
4266	ENSP00000304802	4	5	11	11	636
4267	ENSP00000304811	11	5	27	12	1587
4268	ENSP00000304822	5	2	24	8	546
4269	ENSP00000304854	0	1	2	5	471
4270	ENSP00000304891	2	4	31	8	678
4271	ENSP00000304903	15	12	29	20	1023
4272	ENSP00000304923	2	5	9	6	1101
4273	ENSP00000304926	0	1	2	0	252
4274	ENSP00000304941	16	15	1	3	2091
4275	ENSP00000304945	15	19	113	39	3021
4276	ENSP00000304956	7	12	39	27	3984
4277	ENSP00000304987	2	3	24	9	1329
4278	ENSP00000305069	0	4	1	3	834
4279	ENSP00000305071	3	7	11	8	780
4280	ENSP00000305077	23	14	43	7	1500
4281	ENSP00000305096	2	7	0	0	594
4282	ENSP00000305133	1	10	16	18	1608
4283	ENSP00000305138	1	0	8	2	1131
4284	ENSP00000305151	11	11	10	11	2346
4285	ENSP00000305161	7	24	32	38	2265
4286	ENSP00000305193	2	5	9	2	1176
4287	ENSP00000305204	16	12	65	20	2235
4288	ENSP00000305221	9	11	19	12	1584
4289	ENSP00000305230	0	0	2	1	258
4290	ENSP00000305255	1	5	15	10	708
4291	ENSP00000305263	6	8	54	17	1392
4292	ENSP00000305288	0	8	0	0	3009
4293	ENSP00000305302	15	9	23	24	1980
4294	ENSP00000305334	1	1	67	32	2547
4295	ENSP00000305343	1	4	10	11	720
4296	ENSP00000305372	1	7	17	16	1347
4297	ENSP00000305373	12	9	16	6	1803
4298	ENSP00000305416	2	8	11	3	1146
4299	ENSP00000305426	3	6	9	3	1683
4300	ENSP00000305442	39	34	42	22	2574
4301	ENSP00000305449	3	6	2	2	2295
4302	ENSP00000305480	0	3	12	4	1140
4303	ENSP00000305494	12	13	43	24	2259
4304	ENSP00000305529	12	10	0	0	1161
4305	ENSP00000305533	9	8	47	31	2748
4306	ENSP00000305556	0	1	3	12	1080
4307	ENSP00000305595	2	4	18	15	1191
4308	ENSP00000305596	16	12	65	17	1815
4309	ENSP00000305603	4	10	76	20	1116
4310	ENSP00000305631	1	6	7	7	813
4311	ENSP00000305632	8	9	0	0	1197
4312	ENSP00000305647	5	2	18	3	759
4313	ENSP00000305651	0	2	11	1	294
4314	ENSP00000305653	11	16	65	40	2346
4315	ENSP00000305675	1	10	34	24	1275
4316	ENSP00000305682	9	6	1	0	1107
4317	ENSP00000305692	21	37	0	0	2856
4318	ENSP00000305696	3	7	20	11	1029
4319	ENSP00000305699	0	6	20	12	2421
4320	ENSP00000305702	12	11	37	22	2952
4321	ENSP00000305721	6	10	44	30	4059
4322	ENSP00000305725	1	3	0	0	1056
4323	ENSP00000305777	3	5	8	17	1491
4324	ENSP00000305790	1	12	16	32	3651
4325	ENSP00000305852	1	1	20	13	606
4326	ENSP00000305875	6	6	2	2	615
4327	ENSP00000305877	12	11	52	26	1284
4328	ENSP00000305892	1	2	3	5	537
4329	ENSP00000305899	4	13	27	17	2655
4330	ENSP00000305918	1	17	32	63	2184
4331	ENSP00000305924	1	5	44	23	2652
4332	ENSP00000305926	1	15	39	31	2958
4333	ENSP00000305941	70	71	468	174	15774
4334	ENSP00000305974	10	10	41	14	2022
4335	ENSP00000305976	2	11	40	33	2778
4336	ENSP00000305988	5	7	44	28	1878
4337	ENSP00000305995	0	4	41	14	1398
4338	ENSP00000306003	0	3	5	3	213
4339	ENSP00000306010	0	3	0	3	540
4340	ENSP00000306015	19	14	0	0	3855
4341	ENSP00000306070	6	4	19	5	948
4342	ENSP00000306099	5	5	30	17	1473
4343	ENSP00000306100	7	13	4	3	2922
4344	ENSP00000306106	1	5	8	10	549
4345	ENSP00000306123	21	23	2	1	4179
4346	ENSP00000306124	0	16	27	23	2211
4347	ENSP00000306129	8	6	46	29	1431
4348	ENSP00000306138	3	17	2	2	3705
4349	ENSP00000306157	1	6	54	18	1377
4350	ENSP00000306163	3	13	5	5	1080
4351	ENSP00000306185	4	8	0	0	1515
4352	ENSP00000306220	0	0	0	1	393
4353	ENSP00000306245	1	4	10	5	1140
4354	ENSP00000306253	6	57	0	0	8649
4355	ENSP00000306261	9	12	23	7	1560
4356	ENSP00000306275	0	1	10	15	1182
4357	ENSP00000306285	1	6	6	4	627
4358	ENSP00000306320	1	2	4	0	321
4359	ENSP00000306324	15	13	0	10	2007
4360	ENSP00000306328	10	6	15	14	987
4361	ENSP00000306335	7	15	51	36	2223
4362	ENSP00000306340	8	6	0	0	1830
4363	ENSP00000306344	1	1	0	0	1374
4364	ENSP00000306361	2	3	13	8	2706
4365	ENSP00000306410	18	15	76	38	3144
4366	ENSP00000306425	1	0	3	0	330
4367	ENSP00000306449	3	8	29	17	1839
4368	ENSP00000306459	0	7	15	13	1146
4369	ENSP00000306473	6	14	22	12	2016
4370	ENSP00000306490	0	7	10	30	1380
4371	ENSP00000306496	1	1	6	8	687
4372	ENSP00000306497	0	8	6	32	1335
4373	ENSP00000306522	1	10	48	34	5019
4374	ENSP00000306523	4	4	34	8	1731
4375	ENSP00000306528	1	3	3	1	582
4376	ENSP00000306548	7	3	0	0	534
4377	ENSP00000306561	8	5	0	0	1410
4378	ENSP00000306564	1	5	12	4	477
4379	ENSP00000306565	0	4	0	0	543
4380	ENSP00000306614	0	1	4	5	531
4381	ENSP00000306625	15	6	9	6	2163
4382	ENSP00000306627	27	11	82	37	3531
4383	ENSP00000306662	0	7	17	20	1560
4384	ENSP00000306670	0	1	2	13	939
4385	ENSP00000306682	5	6	31	11	1815
4386	ENSP00000306754	1	2	12	12	1218
4387	ENSP00000306756	5	6	32	19	1266
4388	ENSP00000306760	7	17	45	29	2022
4389	ENSP00000306772	1	6	0	0	1119
4390	ENSP00000306817	3	4	12	8	966
4391	ENSP00000306844	8	21	52	24	2499
4392	ENSP00000306864	7	11	64	58	2019
4393	ENSP00000306869	5	8	28	11	1647
4394	ENSP00000306881	1	10	9	1	2295
4395	ENSP00000306884	4	1	2	1	282
4396	ENSP00000306887	2	3	0	0	588
4397	ENSP00000306888	11	16	62	27	1755
4398	ENSP00000306894	4	10	18	11	1530
4399	ENSP00000306906	1	0	3	3	459
4400	ENSP00000306920	8	13	43	20	2232
4401	ENSP00000306968	4	5	2	1	1350
4402	ENSP00000306974	5	5	32	11	936
4403	ENSP00000306983	6	32	87	49	4518
4404	ENSP00000306991	0	7	14	7	1662
4405	ENSP00000306997	1	0	19	15	792
4406	ENSP00000306999	10	10	24	12	1803
4407	ENSP00000307004	12	5	45	20	1533
4408	ENSP00000307023	9	8	36	13	1536
4409	ENSP00000307046	3	2	10	8	1344
4410	ENSP00000307078	15	11	28	19	2892
4411	ENSP00000307093	13	12	10	9	2466
4412	ENSP00000307126	7	15	27	21	969
4413	ENSP00000307129	9	3	45	28	882
4414	ENSP00000307134	0	13	29	35	3849
4415	ENSP00000307164	0	2	14	3	378
4416	ENSP00000307183	0	4	7	7	840
4417	ENSP00000307197	8	6	29	6	927
4418	ENSP00000307199	1	2	9	6	306
4419	ENSP00000307235	10	16	9	4	3354
4420	ENSP00000307240	12	19	0	0	1629
4421	ENSP00000307241	1	3	9	10	1077
4422	ENSP00000307254	16	8	0	0	660
4423	ENSP00000307260	4	9	35	12	1401
4424	ENSP00000307264	21	14	33	19	1347
4425	ENSP00000307272	1	8	25	50	4035
4426	ENSP00000307275	0	3	25	9	1041
4427	ENSP00000307280	15	0	0	1	582
4428	ENSP00000307288	2	32	0	0	2157
4429	ENSP00000307292	0	2	23	19	879
4430	ENSP00000307298	0	8	24	24	1881
4431	ENSP00000307305	2	4	20	13	696
4432	ENSP00000307321	4	4	29	16	1026
4433	ENSP00000307342	0	12	19	24	2736
4434	ENSP00000307369	3	9	9	7	1503
4435	ENSP00000307411	2	9	0	0	3210
4436	ENSP00000307443	14	8	49	20	1641
4437	ENSP00000307449	5	3	39	11	1248
4438	ENSP00000307461	13	21	82	44	2748
4439	ENSP00000307479	13	20	23	20	2691
4440	ENSP00000307491	0	5	17	15	2121
4441	ENSP00000307508	0	4	0	0	939
4442	ENSP00000307513	5	31	94	59	4437
4443	ENSP00000307519	5	5	21	3	1269
4444	ENSP00000307540	11	5	36	18	516
4445	ENSP00000307549	1	8	21	25	1359
4446	ENSP00000307552	0	3	11	3	567
4447	ENSP00000307598	3	6	34	13	1005
4448	ENSP00000307599	24	27	95	43	5412
4449	ENSP00000307604	1	3	30	20	2031
4450	ENSP00000307634	4	17	0	0	3783
4451	ENSP00000307636	0	0	9	6	615
4452	ENSP00000307640	3	2	13	2	618
4453	ENSP00000307666	5	10	20	14	2970
4454	ENSP00000307674	4	18	0	0	1203
4455	ENSP00000307684	0	10	7	19	1296
4456	ENSP00000307694	3	11	29	23	1578
4457	ENSP00000307697	8	19	3	0	2043
4458	ENSP00000307701	0	0	2	5	927
4459	ENSP00000307705	1	9	67	64	657
4460	ENSP00000307722	0	2	3	13	513
4461	ENSP00000307734	8	7	32	9	951
4462	ENSP00000307741	1	3	4	1	519
4463	ENSP00000307746	10	6	15	17	4572
4464	ENSP00000307766	0	8	18	18	1095
4465	ENSP00000307774	11	3	25	13	1662
4466	ENSP00000307801	4	10	6	0	1293
4467	ENSP00000307822	12	5	56	16	1566
4468	ENSP00000307833	4	7	17	11	1215
4469	ENSP00000307850	5	3	3	2	615
4470	ENSP00000307853	10	19	0	0	1749
4471	ENSP00000307854	0	5	0	0	1083
4472	ENSP00000307858	8	26	0	0	3039
4473	ENSP00000307863	2	5	0	0	1461
4474	ENSP00000307900	0	6	0	0	1488
4475	ENSP00000307939	23	14	70	36	5217
4476	ENSP00000307940	0	34	12	91	2583
4477	ENSP00000307954	4	2	16	7	585
4478	ENSP00000307958	4	4	22	2	615
4479	ENSP00000307971	2	11	9	15	999
4480	ENSP00000307975	4	4	0	0	1116
4481	ENSP00000308012	0	1	7	2	1146
4482	ENSP00000308022	0	4	12	9	1260
4483	ENSP00000308024	2	9	51	22	2259
4484	ENSP00000308032	8	5	41	27	1737
4485	ENSP00000308057	0	2	5	3	402
4486	ENSP00000308149	40	32	131	68	1533
4487	ENSP00000308179	3	12	46	28	2829
4488	ENSP00000308208	3	5	25	24	1746
4489	ENSP00000308219	4	11	39	12	1776
4490	ENSP00000308236	18	7	10	6	576
4491	ENSP00000308275	5	11	47	26	1203
4492	ENSP00000308279	42	10	1	0	3240
4493	ENSP00000308315	7	20	0	0	2013
4494	ENSP00000308318	3	6	27	11	855
4495	ENSP00000308332	3	4	15	7	807
4496	ENSP00000308334	8	2	2	0	1206
4497	ENSP00000308339	12	15	116	40	3192
4498	ENSP00000308354	7	10	23	12	1413
4499	ENSP00000308368	4	2	6	2	405
4500	ENSP00000308369	2	7	57	22	2736
4501	ENSP00000308413	5	11	38	13	1452
4502	ENSP00000308430	2	2	8	0	450
4503	ENSP00000308461	0	3	5	5	699
4504	ENSP00000308496	3	3	9	7	1578
4505	ENSP00000308515	1	5	0	0	747
4506	ENSP00000308533	0	2	13	5	906
4507	ENSP00000308535	0	2	11	6	396
4508	ENSP00000308541	7	13	30	30	1869
4509	ENSP00000308548	10	7	31	19	1209
4510	ENSP00000308576	1	3	20	6	633
4511	ENSP00000308591	1	6	21	13	1320
4512	ENSP00000308597	19	29	127	80	5679
4513	ENSP00000308606	3	3	11	3	498
4514	ENSP00000308610	0	6	27	17	2259
4515	ENSP00000308622	6	12	34	13	2097
4516	ENSP00000308708	7	7	0	0	1587
4517	ENSP00000308717	5	5	13	8	783
4518	ENSP00000308725	2	10	7	14	1671
4519	ENSP00000308727	7	12	56	26	2304
4520	ENSP00000308733	3	4	37	9	1260
4521	ENSP00000308741	1	10	35	23	2541
4522	ENSP00000308750	20	12	3	9	1878
4523	ENSP00000308753	2	5	9	3	1056
4524	ENSP00000308770	3	6	23	10	888
4525	ENSP00000308772	9	4	23	18	1251
4526	ENSP00000308782	17	13	7	0	1965
4527	ENSP00000308815	1	1	2	1	294
4528	ENSP00000308820	1	3	0	0	1107
4529	ENSP00000308893	21	35	5	2	4362
4530	ENSP00000308895	9	13	13	4	1773
4531	ENSP00000308897	3	6	3	2	576
4532	ENSP00000308908	3	8	35	9	1041
4533	ENSP00000308921	1	5	5	6	1206
4534	ENSP00000308925	14	17	82	32	2433
4535	ENSP00000308926	6	6	20	6	1515
4536	ENSP00000308944	4	9	0	0	3201
4537	ENSP00000308976	7	1	5	3	666
4538	ENSP00000309007	1	1	11	2	666
4539	ENSP00000309031	1	5	39	28	3675
4540	ENSP00000309036	2	6	18	15	996
4541	ENSP00000309052	24	14	45	27	2367
4542	ENSP00000309087	1	3	13	9	534
4543	ENSP00000309092	1	5	1	1	1161
4544	ENSP00000309096	0	3	12	11	1245
4545	ENSP00000309116	6	10	2	1	1395
4546	ENSP00000309124	2	4	5	5	819
4547	ENSP00000309132	13	7	0	0	1080
4548	ENSP00000309141	0	4	4	12	759
4549	ENSP00000309142	7	11	5	1	1827
4550	ENSP00000309163	1	6	17	18	987
4551	ENSP00000309175	1	1	0	0	498
4552	ENSP00000309186	5	11	50	43	2847
4553	ENSP00000309189	5	16	22	26	1344
4554	ENSP00000309198	18	23	37	32	3306
4555	ENSP00000309262	1	10	0	0	3105
4556	ENSP00000309334	0	1	1	10	612
4557	ENSP00000309336	0	4	10	4	666
4558	ENSP00000309338	7	6	12	5	1179
4559	ENSP00000309376	5	3	0	0	594
4560	ENSP00000309415	1	0	3	6	687
4561	ENSP00000309430	10	16	0	0	1665
4562	ENSP00000309432	1	7	24	16	1398
4563	ENSP00000309439	0	0	13	6	849
4564	ENSP00000309457	0	7	45	25	2562
4565	ENSP00000309463	3	4	25	6	693
4566	ENSP00000309474	1	13	15	20	2859
4567	ENSP00000309477	3	14	0	0	2793
4568	ENSP00000309493	17	6	73	35	2784
4569	ENSP00000309501	1	5	14	10	5226
4570	ENSP00000309504	10	6	0	0	2007
4571	ENSP00000309515	5	10	1	0	1221
4572	ENSP00000309548	4	6	20	9	1587
4573	ENSP00000309570	0	0	10	14	906
4574	ENSP00000309591	0	3	0	6	1161
4575	ENSP00000309595	5	10	18	14	2163
4576	ENSP00000309597	5	18	39	30	2550
4577	ENSP00000309606	15	19	58	33	2160
4578	ENSP00000309640	2	9	17	10	1179
4579	ENSP00000309644	0	3	4	2	849
4580	ENSP00000309649	1	4	11	11	1182
4581	ENSP00000309653	5	11	72	43	2637
4582	ENSP00000309714	5	20	58	23	2796
4583	ENSP00000309741	12	13	48	18	2178
4584	ENSP00000309751	5	10	32	17	1281
4585	ENSP00000309757	0	3	5	1	1425
4586	ENSP00000309767	14	17	1	0	3204
4587	ENSP00000309782	4	5	0	0	1029
4588	ENSP00000309790	22	14	58	15	3399
4589	ENSP00000309794	3	26	63	69	2301
4590	ENSP00000309830	0	4	0	0	231
4591	ENSP00000309913	0	8	7	8	1554
4592	ENSP00000309945	3	9	0	0	1719
4593	ENSP00000309953	2	10	0	0	1329
4594	ENSP00000310003	0	0	0	1	480
4595	ENSP00000310006	2	6	32	17	1740
4596	ENSP00000310008	2	2	17	12	750
4597	ENSP00000310015	3	11	30	9	1506
4598	ENSP00000310036	21	7	18	7	1155
4599	ENSP00000310042	21	10	19	12	1437
4600	ENSP00000310057	13	19	41	22	1194
4601	ENSP00000310094	58	34	25	37	4203
4602	ENSP00000310110	0	1	9	3	1047
4603	ENSP00000310111	0	7	1	2	780
4604	ENSP00000310129	7	25	22	20	2898
4605	ENSP00000310149	8	12	41	17	1791
4606	ENSP00000310170	1	4	4	5	813
4607	ENSP00000310205	2	4	2	3	723
4608	ENSP00000310208	3	15	38	35	1908
4609	ENSP00000310244	2	9	17	25	2559
4610	ENSP00000310255	13	17	57	25	1410
4611	ENSP00000310260	1	3	0	0	2661
4612	ENSP00000310263	32	9	70	13	1164
4613	ENSP00000310275	0	3	1	2	267
4614	ENSP00000310301	4	6	22	24	2469
4615	ENSP00000310303	10	8	54	19	5079
4616	ENSP00000310305	3	6	0	0	1131
4617	ENSP00000310338	39	35	92	32	5253
4618	ENSP00000310356	3	4	1	4	441
4619	ENSP00000310375	2	7	0	0	1461
4620	ENSP00000310405	3	12	23	9	999
4621	ENSP00000310406	12	19	78	40	2349
4622	ENSP00000310431	17	7	34	22	1578
4623	ENSP00000310447	2	4	0	0	1806
4624	ENSP00000310448	1	19	43	41	2400
4625	ENSP00000310459	5	2	1	0	630
4626	ENSP00000310472	0	2	17	15	2676
4627	ENSP00000310490	9	8	29	16	1728
4628	ENSP00000310491	2	9	25	21	1512
4629	ENSP00000310520	10	19	39	21	2748
4630	ENSP00000310521	0	1	0	0	921
4631	ENSP00000310551	7	1	0	0	1242
4632	ENSP00000310557	0	0	12	5	309
4633	ENSP00000310561	17	11	13	15	6294
4634	ENSP00000310572	0	7	6	6	1218
4635	ENSP00000310573	5	10	40	16	1350
4636	ENSP00000310593	6	3	31	12	1941
4637	ENSP00000310596	0	2	4	2	399
4638	ENSP00000310620	3	5	36	20	1344
4639	ENSP00000310622	8	5	29	14	1104
4640	ENSP00000310631	5	5	23	10	963
4641	ENSP00000310632	16	12	39	12	1077
4642	ENSP00000310649	0	7	0	0	2577
4643	ENSP00000310658	15	16	0	0	3414
4644	ENSP00000310661	3	5	22	15	1620
4645	ENSP00000310668	1	14	40	39	2727
4646	ENSP00000310670	8	19	55	62	2811
4647	ENSP00000310686	4	10	50	23	1800
4648	ENSP00000310688	3	8	31	21	2220
4649	ENSP00000310696	2	9	9	6	1227
4650	ENSP00000310721	7	9	25	13	1518
4651	ENSP00000310722	3	4	16	19	1038
4652	ENSP00000310723	0	16	14	18	2547
4653	ENSP00000310726	1	1	10	2	306
4654	ENSP00000310796	2	2	7	1	684
4655	ENSP00000310801	3	3	15	7	954
4656	ENSP00000310803	3	3	9	9	645
4657	ENSP00000310829	10	4	46	17	3381
4658	ENSP00000310832	8	12	16	14	1785
4659	ENSP00000310841	0	16	10	18	1917
4660	ENSP00000310842	12	24	8	2	3984
4661	ENSP00000310861	4	2	28	19	1971
4662	ENSP00000310873	6	6	4	3	1296
4663	ENSP00000310880	1	1	7	5	459
4664	ENSP00000310928	2	9	0	0	1323
4665	ENSP00000310933	16	32	1	0	5004
4666	ENSP00000310978	3	7	28	11	1371
4667	ENSP00000310998	5	10	39	26	1605
4668	ENSP00000311010	1	7	0	0	795
