	Prot_ID	dN	dS	pN	pS	MsaLen
3908	ENSP00000299308	6	11	48	59	3234
3909	ENSP00000299314	5	10	51	40	3768
3910	ENSP00000299320	9	1	67	26	1560
3911	ENSP00000299338	4	1	22	13	1524
3912	ENSP00000299339	0	4	2	4	684
3913	ENSP00000299340	2	0	22	4	804
3914	ENSP00000299413	0	3	15	12	1032
3915	ENSP00000299415	2	3	10	5	459
3916	ENSP00000299424	1	2	10	8	675
3917	ENSP00000299427	2	5	34	12	1749
3918	ENSP00000299432	4	5	30	8	1380
3919	ENSP00000299454	3	3	36	17	963
3920	ENSP00000299492	5	6	53	22	2790
3921	ENSP00000299505	4	10	56	34	3210
3922	ENSP00000299518	2	2	9	10	1137
3923	ENSP00000299529	0	0	4	9	411
3924	ENSP00000299563	3	5	42	20	2124
3925	ENSP00000299565	3	3	19	12	1464
3926	ENSP00000299575	7	3	45	24	2469
3927	ENSP00000299578	9	7	45	27	1203
3928	ENSP00000299601	0	0	19	21	1998
3929	ENSP00000299608	2	4	22	8	1365
3930	ENSP00000299626	4	4	11	6	1614
3931	ENSP00000299633	0	0	1	0	732
3932	ENSP00000299642	1	1	27	17	618
3933	ENSP00000299663	3	0	0	0	663
3934	ENSP00000299687	0	2	0	2	6744
3935	ENSP00000299697	3	3	14	7	921
3936	ENSP00000299698	16	20	0	0	4362
3937	ENSP00000299705	24	15	21	12	753
3938	ENSP00000299709	2	3	27	23	1404
3939	ENSP00000299721	0	1	8	3	480
3940	ENSP00000299727	1	4	22	18	1047
3941	ENSP00000299752	14	17	0	0	2487
3942	ENSP00000299759	1	4	0	0	1440
3943	ENSP00000299766	1	1	23	15	996
3944	ENSP00000299798	2	7	32	16	2688
3945	ENSP00000299821	6	9	4	2	1818
3946	ENSP00000299824	1	6	20	23	1704
3947	ENSP00000299853	2	7	4	0	2127
3948	ENSP00000299855	5	7	38	33	1431
3949	ENSP00000299866	3	1	0	0	675
3950	ENSP00000299871	4	8	0	0	2007
3951	ENSP00000299882	15	9	0	0	1398
3952	ENSP00000299886	1	4	3	3	2940
3953	ENSP00000299952	1	2	9	6	1230
3954	ENSP00000299957	4	3	15	2	1308
3955	ENSP00000299977	19	8	63	31	2865
3956	ENSP00000300006	1	0	11	5	654
3957	ENSP00000300026	1	0	12	12	648
3958	ENSP00000300030	0	0	6	6	486
3959	ENSP00000300051	1	10	34	22	1590
3960	ENSP00000300055	4	5	48	26	1566
3961	ENSP00000300056	1	1	2	0	741
3962	ENSP00000300057	1	2	43	22	807
3963	ENSP00000300061	2	6	41	27	1947
3964	ENSP00000300069	1	3	3	3	759
3965	ENSP00000300079	3	2	0	0	1002
3966	ENSP00000300087	0	1	6	2	546
3967	ENSP00000300093	6	12	27	10	2121
3968	ENSP00000300105	0	0	10	12	969
3969	ENSP00000300107	3	0	18	16	1899
3970	ENSP00000300113	0	1	35	15	588
3971	ENSP00000300127	8	2	48	8	942
3972	ENSP00000300128	2	1	7	3	1332
3973	ENSP00000300131	0	3	13	14	1575
3974	ENSP00000300134	3	3	28	19	2556
3975	ENSP00000300145	3	1	9	6	741
3976	ENSP00000300146	43	25	25	27	2328
3977	ENSP00000300151	1	0	23	3	753
3978	ENSP00000300175	0	3	15	5	636
3979	ENSP00000300182	2	0	4	8	678
3980	ENSP00000300184	3	3	20	5	765
3981	ENSP00000300190	2	1	21	7	600
3982	ENSP00000300209	0	2	10	3	678
3983	ENSP00000300226	1	1	10	5	798
3984	ENSP00000300231	18	17	0	0	9123
3985	ENSP00000300249	1	3	0	0	981
3986	ENSP00000300255	3	3	37	19	1359
3987	ENSP00000300258	22	7	7	7	645
3988	ENSP00000300291	0	1	0	7	681
3989	ENSP00000300303	1	7	16	4	1197
3990	ENSP00000300305	0	2	6	7	1440
3991	ENSP00000300403	23	12	29	19	2478
3992	ENSP00000300404	4	8	0	0	1698
3993	ENSP00000300413	6	10	1	4	435
3994	ENSP00000300433	2	2	10	8	477
3995	ENSP00000300456	63	26	30	10	2184
3996	ENSP00000300504	3	1	0	0	1008
3997	ENSP00000300527	5	14	41	27	3228
3998	ENSP00000300557	0	0	10	3	309
3999	ENSP00000300571	2	6	36	29	1263
4000	ENSP00000300574	0	2	3	5	912
4001	ENSP00000300575	1	2	15	4	396
4002	ENSP00000300584	0	6	41	32	3147
4003	ENSP00000300589	10	13	16	8	3120
4004	ENSP00000300591	8	15	11	4	7077
4005	ENSP00000300605	2	1	5	2	777
4006	ENSP00000300650	3	2	17	10	2274
4007	ENSP00000300651	1	7	34	20	4908
4008	ENSP00000300658	1	2	20	8	960
4009	ENSP00000300659	6	5	0	2	3360
4010	ENSP00000300692	3	1	15	3	513
4011	ENSP00000300714	6	7	45	35	1779
4012	ENSP00000300738	1	5	15	22	2376
4013	ENSP00000300747	2	4	26	3	1455
4014	ENSP00000300784	2	1	22	14	927
4015	ENSP00000300850	13	5	120	56	5505
4016	ENSP00000300870	6	4	29	15	2229
4017	ENSP00000300900	3	1	30	15	936
4018	ENSP00000300935	1	2	1	9	621
4019	ENSP00000300952	0	6	26	27	1605
4020	ENSP00000300954	42	17	19	12	2697
4021	ENSP00000300961	3	1	32	6	1017
4022	ENSP00000300976	0	5	33	34	1866
4023	ENSP00000301015	14	43	223	199	7785
4024	ENSP00000301019	4	4	49	36	1674
4025	ENSP00000301030	66	48	192	172	8088
4026	ENSP00000301037	3	4	1	1	1230
4027	ENSP00000301039	3	2	35	15	1098
4028	ENSP00000301046	1	1	7	3	426
4029	ENSP00000301050	13	2	0	0	1467
4030	ENSP00000301057	3	5	9	10	1179
4031	ENSP00000301061	0	2	21	11	1167
4032	ENSP00000301067	18	31	222	159	16743
4033	ENSP00000301068	1	2	2	1	549
4034	ENSP00000301149	1	1	26	18	1047
4035	ENSP00000301159	1	2	14	4	738
4036	ENSP00000301175	2	6	38	27	1623
4037	ENSP00000301178	3	6	37	27	2766
4038	ENSP00000301180	9	20	59	48	4878
4039	ENSP00000301190	1	2	3	2	1467
4040	ENSP00000301204	16	15	22	7	1917
4041	ENSP00000301218	14	15	0	1	3567
4042	ENSP00000301242	0	1	2	0	441
4043	ENSP00000301244	2	1	18	5	756
4044	ENSP00000301258	1	0	12	8	369
4045	ENSP00000301263	3	0	9	3	441
4046	ENSP00000301272	8	1	6	2	846
4047	ENSP00000301280	2	17	39	41	2868
4048	ENSP00000301281	2	6	5	2	1443
4049	ENSP00000301286	7	4	26	14	4518
4050	ENSP00000301295	16	14	37	26	2982
4051	ENSP00000301310	2	3	27	15	1713
4052	ENSP00000301318	9	4	57	22	2604
4053	ENSP00000301327	2	8	37	26	1236
4054	ENSP00000301329	6	8	25	15	1713
4055	ENSP00000301336	3	3	4	6	1248
4056	ENSP00000301364	1	7	58	29	2466
4057	ENSP00000301365	18	18	7	1	2382
4058	ENSP00000301391	3	5	8	7	792
4059	ENSP00000301399	11	3	2	2	1455
4060	ENSP00000301420	3	4	25	12	786
4061	ENSP00000301454	1	7	0	0	1503
4062	ENSP00000301455	2	3	32	12	1218
4063	ENSP00000301458	2	5	4	1	996
4064	ENSP00000301459	13	10	10	6	1590
4065	ENSP00000301463	0	3	12	12	1437
4066	ENSP00000301464	1	2	3	4	723
4067	ENSP00000301466	4	7	25	19	1578
4068	ENSP00000301488	0	3	3	2	378
4069	ENSP00000301522	0	1	5	1	594
4070	ENSP00000301585	1	2	0	0	618
4071	ENSP00000301587	0	0	6	4	483
4072	ENSP00000301599	0	1	22	11	477
4073	ENSP00000301633	1	0	7	6	495
4074	ENSP00000301634	0	4	5	5	1026
4075	ENSP00000301645	0	3	38	24	1512
4076	ENSP00000301653	16	12	58	23	1521
4077	ENSP00000301656	0	4	52	20	1377
4078	ENSP00000301671	7	3	1	1	1680
4079	ENSP00000301691	1	0	11	8	735
4080	ENSP00000301712	9	5	1	1	2211
4081	ENSP00000301727	6	8	38	28	2355
4082	ENSP00000301732	16	31	144	88	5181
4083	ENSP00000301738	9	1	3	1	1713
4084	ENSP00000301761	3	1	0	0	531
4085	ENSP00000301764	2	8	13	31	3555
4086	ENSP00000301765	6	1	44	10	1065
4087	ENSP00000301790	7	3	0	0	987
4088	ENSP00000301825	1	5	40	13	1587
4089	ENSP00000301831	9	11	106	47	3825
4090	ENSP00000301838	3	2	5	6	624
4091	ENSP00000301873	3	13	0	0	4092
4092	ENSP00000301887	6	1	11	3	822
4093	ENSP00000301891	1	4	49	26	1650
4094	ENSP00000301896	0	0	0	0	864
4095	ENSP00000301904	3	13	3	5	1965
4096	ENSP00000301908	0	1	1	0	528
4097	ENSP00000301924	0	2	21	17	1479
4098	ENSP00000301945	1	4	17	18	1692
4099	ENSP00000301972	4	11	0	0	2577
4100	ENSP00000302037	25	15	1	0	1350
4101	ENSP00000302046	1	0	9	6	450
4102	ENSP00000302051	4	12	36	33	2373
4103	ENSP00000302079	7	3	0	0	1446
4104	ENSP00000302100	1	3	15	16	969
4105	ENSP00000302105	0	1	28	9	522
4106	ENSP00000302108	5	7	28	27	1794
4107	ENSP00000302111	4	1	27	15	714
4108	ENSP00000302150	3	2	0	3	681
4109	ENSP00000302160	0	0	5	2	306
4110	ENSP00000302177	4	2	23	5	1734
4111	ENSP00000302189	0	3	10	8	399
4112	ENSP00000302194	5	5	0	0	708
4113	ENSP00000302199	2	5	46	16	927
4114	ENSP00000302216	1	0	23	20	1068
4115	ENSP00000302222	4	4	24	7	1368
4116	ENSP00000302232	0	4	15	8	885
4117	ENSP00000302260	0	3	9	8	621
4118	ENSP00000302276	0	1	15	5	1017
4119	ENSP00000302297	2	8	55	28	1644
4120	ENSP00000302327	6	0	25	16	1341
4121	ENSP00000302393	2	3	52	16	1143
4122	ENSP00000302413	0	1	10	6	1236
4123	ENSP00000302441	0	0	6	3	1203
4124	ENSP00000302456	0	1	1	3	864
4125	ENSP00000302485	0	1	16	10	459
4126	ENSP00000302486	0	0	5	16	1185
4127	ENSP00000302530	19	10	0	0	3375
4128	ENSP00000302537	12	9	46	15	2226
4129	ENSP00000302543	1	5	1	2	966
4130	ENSP00000302552	2	1	5	2	549
4131	ENSP00000302562	5	2	33	15	1569
4132	ENSP00000302564	0	1	0	0	699
4133	ENSP00000302569	4	2	0	0	741
4134	ENSP00000302578	0	0	23	10	930
4135	ENSP00000302579	14	9	0	0	2064
4136	ENSP00000302599	0	6	13	11	1077
4137	ENSP00000302620	3	4	43	11	1272
4138	ENSP00000302621	1	3	46	34	1149
4139	ENSP00000302625	3	9	71	33	2529
4140	ENSP00000302630	2	2	28	20	1395
4141	ENSP00000302640	0	4	0	0	2292
4142	ENSP00000302657	4	9	36	15	1782
4143	ENSP00000302676	0	1	10	4	1299
4144	ENSP00000302719	2	4	21	8	1230
4145	ENSP00000302724	1	1	15	0	405
4146	ENSP00000302768	1	6	12	9	1437
4147	ENSP00000302770	3	4	19	24	1425
4148	ENSP00000302783	0	1	0	0	435
4149	ENSP00000302790	1	8	0	0	3375
4150	ENSP00000302801	4	2	34	18	1431
4151	ENSP00000302811	5	5	29	19	1056
4152	ENSP00000302814	0	4	18	11	1107
4153	ENSP00000302830	12	6	3	11	1386
4154	ENSP00000302836	0	1	0	0	780
4155	ENSP00000302843	1	4	15	6	1113
4156	ENSP00000302846	1	3	23	16	1470
4157	ENSP00000302851	6	4	38	24	1932
4158	ENSP00000302886	0	2	5	4	1182
4159	ENSP00000302898	1	6	3	1	927
4160	ENSP00000302913	6	4	0	0	3210
4161	ENSP00000302935	9	18	2	1	4149
4162	ENSP00000302961	1	0	13	13	2577
4163	ENSP00000302967	0	2	5	10	1284
4164	ENSP00000302978	1	1	0	0	864
4165	ENSP00000303015	3	3	8	10	1446
4166	ENSP00000303042	3	11	66	42	2538
4167	ENSP00000303057	3	2	17	3	636
4168	ENSP00000303058	3	6	59	24	2958
4169	ENSP00000303061	1	2	0	0	333
4170	ENSP00000303077	10	3	36	10	1302
4171	ENSP00000303108	8	2	3	0	1023
4172	ENSP00000303129	3	3	32	24	1296
4173	ENSP00000303147	0	4	7	19	1185
4174	ENSP00000303148	2	4	0	0	627
4175	ENSP00000303153	17	19	129	69	4881
4176	ENSP00000303192	1	2	33	30	2409
4177	ENSP00000303206	2	1	5	4	498
4178	ENSP00000303208	6	6	78	38	2439
4179	ENSP00000303211	0	2	0	0	2097
4180	ENSP00000303222	0	0	15	5	1146
4181	ENSP00000303231	0	3	16	10	759
4182	ENSP00000303246	4	9	39	17	2088
4183	ENSP00000303276	1	3	13	7	483
4184	ENSP00000303325	1	3	28	16	1395
4185	ENSP00000303356	5	3	5	2	732
4186	ENSP00000303366	11	8	12	18	1104
4187	ENSP00000303394	0	1	10	8	450
4188	ENSP00000303398	6	4	31	12	2712
4189	ENSP00000303424	5	2	36	8	1077
4190	ENSP00000303427	3	4	17	27	4044
4191	ENSP00000303434	5	12	26	14	3126
4192	ENSP00000303468	3	8	34	9	3354
4193	ENSP00000303482	1	2	17	3	771
4194	ENSP00000303490	5	4	24	14	1914
4195	ENSP00000303507	2	11	67	57	3900
4196	ENSP00000303508	1	1	10	5	1833
4197	ENSP00000303511	2	5	49	15	2940
4198	ENSP00000303522	0	4	17	8	1221
4199	ENSP00000303525	0	1	12	4	741
4200	ENSP00000303549	3	2	5	5	1008
4201	ENSP00000303550	3	2	9	2	408
4202	ENSP00000303575	6	2	12	8	1050
4203	ENSP00000303580	0	0	2	3	687
4204	ENSP00000303634	6	12	42	29	2937
4205	ENSP00000303686	8	7	36	16	1407
4206	ENSP00000303706	2	5	12	13	1572
4207	ENSP00000303709	0	0	1	5	606
4208	ENSP00000303754	3	1	25	10	1110
4209	ENSP00000303758	12	10	0	0	3228
4210	ENSP00000303766	29	18	22	17	1530
4211	ENSP00000303769	10	13	83	37	4323
4212	ENSP00000303775	1	4	0	0	1179
4213	ENSP00000303830	16	42	0	0	4443
4214	ENSP00000303887	4	2	0	0	2349
4215	ENSP00000303908	1	7	10	14	1086
4216	ENSP00000303909	84	32	16	20	2928
4217	ENSP00000303928	1	6	0	0	4257
4218	ENSP00000303942	1	7	19	13	531
4219	ENSP00000303960	1	4	0	0	4746
4220	ENSP00000303978	6	4	3	0	1083
4221	ENSP00000303987	2	0	4	1	621
4222	ENSP00000303992	2	6	56	17	1206
4223	ENSP00000303997	0	5	1	1	1836
4224	ENSP00000304004	0	8	20	23	1062
4225	ENSP00000304032	2	1	14	6	639
4226	ENSP00000304051	4	3	18	27	1992
4227	ENSP00000304078	6	8	64	41	3033
4228	ENSP00000304102	0	7	2	14	984
4229	ENSP00000304108	4	7	37	17	2502
4230	ENSP00000304127	0	2	5	17	1320
4231	ENSP00000304169	0	2	0	0	1239
4232	ENSP00000304192	9	12	109	63	7191
4233	ENSP00000304226	4	5	0	1	3645
4234	ENSP00000304229	0	1	1	0	378
4235	ENSP00000304236	7	4	26	15	1167
4236	ENSP00000304268	8	6	53	17	2661
4237	ENSP00000304277	5	3	8	4	606
4238	ENSP00000304286	6	2	22	22	1134
4239	ENSP00000304290	2	2	19	11	1506
4240	ENSP00000304292	7	16	63	54	3150
4241	ENSP00000304327	3	3	7	4	564
4242	ENSP00000304331	0	1	11	18	795
4243	ENSP00000304360	12	13	39	20	2505
4244	ENSP00000304364	0	1	7	3	954
4245	ENSP00000304376	0	1	0	0	612
4246	ENSP00000304408	0	6	61	33	4398
4247	ENSP00000304410	3	0	5	1	498
4248	ENSP00000304422	0	2	10	15	1386
4249	ENSP00000304429	2	5	3	1	1419
4250	ENSP00000304437	49	43	131	93	5364
4251	ENSP00000304440	0	7	0	0	1659
4252	ENSP00000304467	35	18	41	36	2202
4253	ENSP00000304501	1	4	21	13	1071
4254	ENSP00000304502	0	0	10	18	873
4255	ENSP00000304553	0	1	14	3	537
4256	ENSP00000304586	5	6	0	0	1968
4257	ENSP00000304592	19	41	185	204	7761
4258	ENSP00000304604	1	0	1	0	4524
4259	ENSP00000304643	1	5	23	13	543
4260	ENSP00000304669	1	11	1	4	2718
4261	ENSP00000304670	2	0	27	9	1305
4262	ENSP00000304689	0	5	8	8	945
4263	ENSP00000304713	1	8	13	8	1128
4264	ENSP00000304767	1	3	12	21	1119
4265	ENSP00000304783	2	9	0	0	2238
4266	ENSP00000304802	0	1	11	11	636
4267	ENSP00000304811	3	4	27	12	1587
4268	ENSP00000304822	2	0	24	8	546
4269	ENSP00000304854	0	3	2	5	471
4270	ENSP00000304891	3	2	31	8	678
4271	ENSP00000304903	6	1	29	20	1023
4272	ENSP00000304923	1	8	9	6	1101
4273	ENSP00000304926	0	0	2	0	252
4274	ENSP00000304941	9	8	1	3	2091
4275	ENSP00000304945	10	6	113	39	3021
4276	ENSP00000304956	7	8	39	27	3984
4277	ENSP00000304987	2	2	24	9	1329
4278	ENSP00000305069	1	1	1	3	834
4279	ENSP00000305071	1	3	11	8	780
4280	ENSP00000305077	10	3	43	7	1500
4281	ENSP00000305096	0	2	0	0	594
4282	ENSP00000305133	0	5	16	18	1608
4283	ENSP00000305138	1	0	8	2	1131
4284	ENSP00000305151	1	0	10	11	2346
4285	ENSP00000305161	5	15	32	38	2265
4286	ENSP00000305193	3	3	9	2	1176
4287	ENSP00000305204	10	4	65	20	2235
4288	ENSP00000305221	8	3	19	12	1584
4289	ENSP00000305230	0	0	2	1	258
4290	ENSP00000305255	0	1	15	10	708
4291	ENSP00000305263	3	7	54	17	1392
4292	ENSP00000305288	0	2	0	0	3009
4293	ENSP00000305302	38	17	23	24	1980
4294	ENSP00000305334	4	4	67	32	2547
4295	ENSP00000305343	0	2	10	11	720
4296	ENSP00000305372	3	4	17	16	1347
4297	ENSP00000305373	6	5	16	6	1803
4298	ENSP00000305416	2	4	11	3	1146
4299	ENSP00000305426	2	5	9	3	1683
4300	ENSP00000305442	2	8	42	22	2574
4301	ENSP00000305449	1	3	2	2	2295
4302	ENSP00000305480	0	1	12	4	1140
4303	ENSP00000305494	7	7	43	24	2259
4304	ENSP00000305529	4	11	0	0	1161
4305	ENSP00000305533	3	3	47	31	2748
4306	ENSP00000305556	0	0	3	12	1080
4307	ENSP00000305595	0	2	18	15	1191
4308	ENSP00000305596	13	8	65	17	1815
4309	ENSP00000305603	5	11	76	20	1116
4310	ENSP00000305631	0	3	7	7	813
4311	ENSP00000305632	3	8	0	0	1197
4312	ENSP00000305647	2	1	18	3	759
4313	ENSP00000305651	0	2	11	1	294
4314	ENSP00000305653	4	6	65	40	2346
4315	ENSP00000305675	1	3	34	24	1275
4316	ENSP00000305682	8	3	1	0	1107
4317	ENSP00000305692	14	22	0	0	2856
4318	ENSP00000305696	4	1	20	11	1029
4319	ENSP00000305699	0	3	20	12	2421
4320	ENSP00000305702	3	5	37	22	2952
4321	ENSP00000305721	7	6	44	30	4059
4322	ENSP00000305725	0	0	0	0	1056
4323	ENSP00000305777	6	7	8	17	1491
4324	ENSP00000305790	0	10	16	32	3651
4325	ENSP00000305852	1	2	20	13	606
4326	ENSP00000305875	7	8	2	2	615
4327	ENSP00000305877	1	5	52	26	1284
4328	ENSP00000305892	9	2	3	5	537
4329	ENSP00000305899	2	3	27	17	2655
4330	ENSP00000305918	2	10	32	63	2184
4331	ENSP00000305924	2	5	44	23	2652
4332	ENSP00000305926	0	8	39	31	2958
4333	ENSP00000305941	53	38	468	174	15774
4334	ENSP00000305974	5	8	41	14	2022
4335	ENSP00000305976	1	1	40	33	2778
4336	ENSP00000305988	23	19	44	28	1878
4337	ENSP00000305995	9	8	41	14	1398
4338	ENSP00000306003	0	1	5	3	213
4339	ENSP00000306010	0	2	0	3	540
4340	ENSP00000306015	40	17	0	0	3855
4341	ENSP00000306070	1	2	19	5	948
4342	ENSP00000306099	3	3	30	17	1473
4343	ENSP00000306100	3	6	4	3	2922
4344	ENSP00000306106	1	1	8	10	549
4345	ENSP00000306123	8	8	2	1	4179
4346	ENSP00000306124	0	8	27	23	2211
4347	ENSP00000306129	4	6	46	29	1431
4348	ENSP00000306138	0	5	2	2	3705
4349	ENSP00000306157	3	2	54	18	1377
4350	ENSP00000306163	3	4	5	5	1080
4351	ENSP00000306185	6	6	0	0	1515
4352	ENSP00000306220	0	1	0	1	393
4353	ENSP00000306245	1	3	10	5	1140
4354	ENSP00000306253	15	63	0	0	8649
4355	ENSP00000306261	4	8	23	7	1560
4356	ENSP00000306275	1	2	10	15	1182
4357	ENSP00000306285	1	3	6	4	627
4358	ENSP00000306320	6	2	4	0	321
4359	ENSP00000306324	7	7	0	10	2007
4360	ENSP00000306328	1	1	15	14	987
4361	ENSP00000306335	8	15	51	36	2223
4362	ENSP00000306340	3	2	0	0	1830
4363	ENSP00000306344	2	1	0	0	1374
4364	ENSP00000306361	0	4	13	8	2706
4365	ENSP00000306410	15	10	76	38	3144
4366	ENSP00000306425	0	1	3	0	330
4367	ENSP00000306449	0	4	29	17	1839
4368	ENSP00000306459	0	4	15	13	1146
4369	ENSP00000306473	4	2	22	12	2016
4370	ENSP00000306490	0	2	10	30	1380
4371	ENSP00000306496	1	0	6	8	687
4372	ENSP00000306497	0	4	6	32	1335
4373	ENSP00000306522	0	8	48	34	5019
4374	ENSP00000306523	0	2	34	8	1731
4375	ENSP00000306528	0	0	3	1	582
4376	ENSP00000306548	1	3	0	0	534
4377	ENSP00000306561	0	2	0	0	1410
4378	ENSP00000306564	0	1	12	4	477
4379	ENSP00000306565	0	1	0	0	543
4380	ENSP00000306614	0	1	4	5	531
4381	ENSP00000306625	9	7	9	6	2163
4382	ENSP00000306627	18	8	82	37	3531
4383	ENSP00000306662	3	5	17	20	1560
4384	ENSP00000306670	7	6	2	13	939
4385	ENSP00000306682	3	5	31	11	1815
4386	ENSP00000306754	0	0	12	12	1218
4387	ENSP00000306756	1	3	32	19	1266
4388	ENSP00000306760	1	11	45	29	2022
4389	ENSP00000306772	0	4	0	0	1119
4390	ENSP00000306817	2	1	12	8	966
4391	ENSP00000306844	1	6	52	24	2499
4392	ENSP00000306864	3	5	64	58	2019
4393	ENSP00000306869	0	1	28	11	1647
4394	ENSP00000306881	1	7	9	1	2295
4395	ENSP00000306884	0	0	2	1	282
4396	ENSP00000306887	0	3	0	0	588
4397	ENSP00000306888	9	10	62	27	1755
4398	ENSP00000306894	3	5	18	11	1530
4399	ENSP00000306906	1	0	3	3	459
4400	ENSP00000306920	13	8	43	20	2232
4401	ENSP00000306968	2	5	2	1	1350
4402	ENSP00000306974	2	1	32	11	936
4403	ENSP00000306983	5	19	87	49	4518
4404	ENSP00000306991	0	2	14	7	1662
4405	ENSP00000306997	2	1	19	15	792
4406	ENSP00000306999	4	9	24	12	1803
4407	ENSP00000307004	8	2	45	20	1533
4408	ENSP00000307023	7	5	36	13	1536
4409	ENSP00000307046	3	2	10	8	1344
4410	ENSP00000307078	1	3	28	19	2892
4411	ENSP00000307093	3	3	10	9	2466
4412	ENSP00000307126	1	6	27	21	969
4413	ENSP00000307129	4	1	45	28	882
4414	ENSP00000307134	0	7	29	35	3849
4415	ENSP00000307164	1	1	14	3	378
4416	ENSP00000307183	0	1	7	7	840
4417	ENSP00000307197	6	4	29	6	927
4418	ENSP00000307199	0	0	9	6	306
4419	ENSP00000307235	6	9	9	4	3354
4420	ENSP00000307240	6	7	0	0	1629
4421	ENSP00000307241	0	5	9	10	1077
4422	ENSP00000307254	16	8	0	0	660
4423	ENSP00000307260	1	5	35	12	1401
4424	ENSP00000307264	5	5	33	19	1347
4425	ENSP00000307272	0	5	25	50	4035
4426	ENSP00000307275	0	1	25	9	1041
4427	ENSP00000307280	0	1	0	1	582
4428	ENSP00000307288	1	12	0	0	2157
4429	ENSP00000307292	0	1	23	19	879
4430	ENSP00000307298	0	3	24	24	1881
4431	ENSP00000307305	1	3	20	13	696
4432	ENSP00000307321	2	1	29	16	1026
4433	ENSP00000307342	0	6	19	24	2736
4434	ENSP00000307369	2	2	9	7	1503
4435	ENSP00000307411	2	6	0	0	3210
4436	ENSP00000307443	11	5	49	20	1641
4437	ENSP00000307449	2	2	39	11	1248
4438	ENSP00000307461	4	9	82	44	2748
4439	ENSP00000307479	63	31	23	20	2691
4440	ENSP00000307491	14	9	17	15	2121
4441	ENSP00000307508	0	2	0	0	939
4442	ENSP00000307513	2	12	94	59	4437
4443	ENSP00000307519	1	4	21	3	1269
4444	ENSP00000307540	8	0	36	18	516
4445	ENSP00000307549	1	3	21	25	1359
4446	ENSP00000307552	1	1	11	3	567
4447	ENSP00000307598	4	1	34	13	1005
4448	ENSP00000307599	12	11	95	43	5412
4449	ENSP00000307604	2	4	30	20	2031
4450	ENSP00000307634	4	16	0	0	3783
4451	ENSP00000307636	0	0	9	6	615
4452	ENSP00000307640	5	2	13	2	618
4453	ENSP00000307666	4	3	20	14	2970
4454	ENSP00000307674	3	7	0	0	1203
4455	ENSP00000307684	0	3	7	19	1296
4456	ENSP00000307694	1	1	29	23	1578
4457	ENSP00000307697	5	6	3	0	2043
4458	ENSP00000307701	0	0	2	5	927
4459	ENSP00000307705	0	3	67	64	657
4460	ENSP00000307722	0	0	3	13	513
4461	ENSP00000307734	6	3	32	9	951
4462	ENSP00000307741	2	0	4	1	519
4463	ENSP00000307746	0	0	15	17	4572
4464	ENSP00000307766	0	5	18	18	1095
4465	ENSP00000307774	10	4	25	13	1662
4466	ENSP00000307801	3	8	6	0	1293
4467	ENSP00000307822	7	4	56	16	1566
4468	ENSP00000307833	1	1	17	11	1215
4469	ENSP00000307850	0	2	3	2	615
4470	ENSP00000307853	5	5	0	0	1749
4471	ENSP00000307854	0	2	0	0	1083
4472	ENSP00000307858	5	13	0	0	3039
4473	ENSP00000307863	0	2	0	0	1461
4474	ENSP00000307900	0	4	0	0	1488
4475	ENSP00000307939	17	10	70	36	5217
4476	ENSP00000307940	0	15	12	91	2583
4477	ENSP00000307954	1	1	16	7	585
4478	ENSP00000307958	2	3	22	2	615
4479	ENSP00000307971	2	10	9	15	999
4480	ENSP00000307975	1	2	0	0	1116
4481	ENSP00000308012	0	1	7	2	1146
4482	ENSP00000308022	0	3	12	9	1260
4483	ENSP00000308024	0	7	51	22	2259
4484	ENSP00000308032	3	1	41	27	1737
4485	ENSP00000308057	0	2	5	3	402
4486	ENSP00000308149	4	9	131	68	1533
4487	ENSP00000308179	5	4	46	28	2829
4488	ENSP00000308208	0	0	25	24	1746
4489	ENSP00000308219	2	4	39	12	1776
4490	ENSP00000308236	1	0	10	6	576
4491	ENSP00000308275	9	7	47	26	1203
4492	ENSP00000308279	27	9	1	0	3240
4493	ENSP00000308315	5	9	0	0	2013
4494	ENSP00000308318	2	1	27	11	855
4495	ENSP00000308332	2	3	15	7	807
4496	ENSP00000308334	8	4	2	0	1206
4497	ENSP00000308339	9	8	116	40	3192
4498	ENSP00000308354	3	2	23	12	1413
4499	ENSP00000308368	2	1	6	2	405
4500	ENSP00000308369	0	5	57	22	2736
4501	ENSP00000308413	5	2	38	13	1452
4502	ENSP00000308430	0	2	8	0	450
4503	ENSP00000308461	14	6	5	5	699
4504	ENSP00000308496	0	3	9	7	1578
4505	ENSP00000308515	0	2	0	0	747
4506	ENSP00000308533	0	0	13	5	906
4507	ENSP00000308535	0	2	11	6	396
4508	ENSP00000308541	3	9	30	30	1869
4509	ENSP00000308548	3	2	31	19	1209
4510	ENSP00000308576	0	0	20	6	633
4511	ENSP00000308591	2	1	21	13	1320
4512	ENSP00000308597	30	23	127	80	5679
4513	ENSP00000308606	2	4	11	3	498
4514	ENSP00000308610	0	5	27	17	2259
4515	ENSP00000308622	23	10	34	13	2097
4516	ENSP00000308708	6	0	0	0	1587
4517	ENSP00000308717	2	2	13	8	783
4518	ENSP00000308725	1	4	7	14	1671
4519	ENSP00000308727	8	8	56	26	2304
4520	ENSP00000308733	3	2	37	9	1260
4521	ENSP00000308741	0	4	35	23	2541
4522	ENSP00000308750	0	0	3	9	1878
4523	ENSP00000308753	2	3	9	3	1056
